NRScode,Sample,Station,Longitude,Latitude,SampleDateLocal,Year,Month,Day,Time_24hr,SampleDateUTC,Biomass_mgm3,ZoopAbundance_m3,CopeAbundance_m3,AvgTotalLengthCopepod_mm,HerbivoreCarnivoreCopepodRatio,NoCopepodSpecies_Sample,ShannonCopepodDiversity,CopepodEvenness,PhytoBiomassCarbon_pg_L,AbundancePhyto_cells_L,DiatomDinoflagellateRatio,AvgCellVol_um3,NoPhytoSpecies_Sample,ShannonPhytoDiversity,PhytoEvenness,NoDiatomSpecies_Sample,ShannonDiatomDiversity,DiatomEvenness,NoDinoSpecies_Sample,ShannonDinoDiversity,DinoflagellateEvenness,CTD_SST_C,CTDChla_mgm3,CTDSalinity_psu,MLD_temp,MLD_sal,DCM,Silicate_umolL,Phosphate_umolL,Ammonium_umolL,Nitrate_umolL,Nitrite_umolL,Oxygen_umolL,TCO2_umolkg,TAlkalinity_umolkg,Salinity_PSU,Chla_mgm3
KAI20151116,663,Kangaroo Island,136.44733,-35.83217,2015-11-17T09:50:00Z,2015,11,17,09:50:00,2015-11-16T23:20:00Z,6.52097,3172.0772,1959.1203,0.485916587704675,0.989247367409638,22,0.82373992786556,0.266492596040081,28637395.4546488,603022.4,0.146409035726347,1194.37648760725,12,1.31273867815744,0.528284906907644,7,0.967612019576336,0.497254212917326,4,0.80084899195041,0.577690434593891,15.7105076923077,1.34392307692308,35.8901846153846,45,45,28,0.9625,0.28375,0.06,1.8,,,,2350.37333333333,35.746375,0.1815
KAI20200527,1063,Kangaroo Island,136.44733,-35.83217,2020-05-28T08:30:00Z,2020,5,28,08:30:00,2020-05-27T23:00:00Z,3.97482,3451.4456,3119.0319,0.530514796546874,0.961389985207546,23,1.45456494699888,0.463902927841262,3627712.6854689,78150,0.00862068965517241,395.287858330668,3,1.09861228866811,1,1,0,,2,0.693147180559945,1,17.4498307692308,0.356446153846154,35.8987307692308,106,18,58,0.325,0.12875,,0.3,0.12875,,,,,0.54
KAI20141029,546,Kangaroo Island,136.44733,-35.83217,2014-10-29T11:00:00Z,2014,10,29,11:00:00,2014-10-29T00:30:00Z,5.21253,1998.0193,908.8335,0.625472305086312,0.9887640967089,32,2.00983525353802,0.579915870656624,2897476.85372004,59425,0.0530973451327434,1025.24606762726,5,1.47507631105469,0.916516443199602,1,0,,4,1.242453324894,0.896240625180289,,,,,,,0.5125,0.165,0.14625,0.3375,,,,2364.95833333333,35.924625,0.305
MAI20101001,185,Maria Island,148.23333,-42.59667,2010-10-01T12:40:00Z,2010,10,1,12:40:00,2010-10-01T02:40:00Z,2.71854,531.7109,333.4245,0.918825906614541,,17,1.51786060714167,0.535738196463736,9154357.36629201,169487,0.472458575906852,863.065655478001,16,2.02573019499722,0.73062772662538,14,1.94908629472789,0.73855398018657,1,0,,12.4173307692308,0.0930538461538461,35.7519461538462,44,39,23,0.977777777777778,0.383333333333333,0.00888888888888889,4.17777777777778,,,,2312.97333333333,35.0808888888889,0.36
MAI20101027,188,Maria Island,148.23333,-42.59667,2010-10-27T12:50:00Z,2010,10,27,12:50:00,2010-10-27T01:50:00Z,13.44684,346.5597,210.4112,1.22202206110137,,31,1.77109528851388,0.515754772236963,106221939.27265,370358,0.914150370003697,6997.24065034372,16,0.937358599682276,0.338080650824061,15,0.936739462873153,0.345909194184025,1,0,,12.4233461538462,0.706361538461539,34.9839384615385,33,15,12,0.777777777777778,0.356666666666667,0.714444444444444,3.35555555555556,,,,2308.09666666667,35.044,0.736
MAI20120412,7,Maria Island,148.23333,-42.59667,2012-04-12T10:45:00Z,2012,4,12,10:45:00,2012-04-12T00:45:00Z,2.34723,164.8804,80.009,1.10345149295704,0.980263402684034,23,2.26128806636634,0.721190316626447,11345987.3641047,448347,0.858898054366364,265.33155303816,8,0.143190738261122,0.0688601893301836,7,0.129841387633406,0.0667252738757956,,,,16.1387846153846,0.340984615384615,35.4108461538462,31,16,18,0.6,0.225555555555556,0.111111111111111,1.66666666666667,,,,2325.89666666667,35.411,0.655
MAI20120621,280,Maria Island,148.23333,-42.59667,2012-06-21T11:00:00Z,2012,6,21,11:00:00,2012-06-21T01:00:00Z,1.32611,131.1389,111.6891,1.00090286472421,0.992395299897942,32,2.25138923007012,0.649613615466598,,,,,,,,,,,,,,13.4000153846154,0.270815384615385,35.2980692307692,78,11,78,1.93333333333333,0.152222222222222,0.0977777777777778,2.61111111111111,,,,2322.15,35.3094444444444,0.326
MAI20120820,283,Maria Island,148.23333,-42.59667,2012-08-20T11:15:00Z,2012,8,20,11:15:00,2012-08-20T01:15:00Z,1.94939,191.4022,161.344,1.17946290599247,0.989052044072541,28,2.13812448211858,0.641654639020389,1501562.05978825,32510,0.463350785340314,1231.88620783349,5,1.42706104338072,0.886682880001534,3,1.03972077083992,0.946394630357186,1,0,,12.1811,0.1627,35.2793307692308,66,71,26,0.788888888888889,0.315555555555556,0.126666666666667,3.16666666666667,,,,2322.95571428571,35.2802222222222,0.408
MAI20200810,1064,Maria Island,148.23333,-42.59667,2020-08-10T10:05:00Z,2020,8,10,10:05:00,2020-08-10T00:05:00Z,4.84239,516.3016,391.3521,0.928192460191219,,18,1.57037357312473,0.543311969761208,8408313.47939404,226658.33,0.0594011437472907,413.217587034208,13,2.10284200575687,0.819837631351131,6,1.56506157303602,0.873477495118412,3,0.206192050633232,0.187684092704995,12.8742066666667,0.36848,35.34128,51.583,47.615,64.477,1.46666666666667,0.438888888888889,0.0633333333333333,4.32222222222222,0.22,,,2323.21166666667,35.308,0.5565
MAI20210106,1205,Maria Island,148.23333,-42.59667,2021-01-07T09:54:00Z,2021,1,7,09:54:00,2021-01-06T22:54:00Z,9.68008,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.32222222222222,0.476666666666667,0.0311111111111111,5.24444444444444,0.26,,,,,0.768
MAI20210215,1207,Maria Island,148.23333,-42.59667,2021-02-16T09:50:00Z,2021,2,16,09:50:00,2021-02-15T22:50:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.16666666666667,0.411111111111111,0.0533333333333333,4.27777777777778,0.127777777777778,,,,35.4423333333333,0.7895
MAI20140821,529,Maria Island,148.23333,-42.59667,2014-08-21T11:50:00Z,2014,8,21,11:50:00,2014-08-21T01:50:00Z,1.15048,443.2181,412.0986,0.91391948589585,0.996539855870136,27,1.98745670026781,0.603020349935366,6914682.6985976,131241.52,0.0985693415624618,540.377008381381,7,1.45470831643288,0.747572192446347,4,1.27700673046974,0.921165638615261,1,0,,13.0261066666667,0.169886666666667,35.30426,74.398,18.85,23.811,0.711111111111111,0.291111111111111,0.171111111111111,2.17777777777778,,,,2325.59166666667,35.3002222222222,0.446
MAI20150526,627,Maria Island,148.23333,-42.59667,2015-05-26T10:35:00Z,2015,5,26,10:35:00,2015-05-26T00:35:00Z,0.70726,430.6455,295.4794,0.944728257223732,0.965034949477871,24,2.13267146836485,0.671062097186491,4510056.78001799,75400,0.143198090692124,754.704611768623,10,1.96511619199378,0.853439118481629,7,1.62316279117303,0.834140667780078,1,0,,,,,,,,1.26666666666667,0.325555555555556,0.143333333333333,3.35555555555556,,,,2323.77666666667,35.325,0.249
MAI20151216,672,Maria Island,148.23333,-42.59667,2015-12-17T09:35:00Z,2015,12,17,09:35:00,2015-12-16T22:35:00Z,2.82905,535.1617,403.1394,1.2355581240071,0.972222394050766,35,2.43243029032597,0.684160945217548,8817638.04424943,91175,0.5,1171.29954276871,13,2.01664706421337,0.786232702157204,9,1.86746141374919,0.84991831650326,2,0.636514168294813,0.918295834054489,16.9707071428571,0.650371428571429,35.2529071428571,22,23,24,2.61111111111111,0.0777777777777778,0.235555555555556,0.277777777777778,,,,2327.69166666667,35.4282222222222,0.5345
MAI20110531,30,Maria Island,148.23333,-42.59667,2011-05-31T11:38:00Z,2011,5,31,11:38:00,2011-05-31T01:38:00Z,2.0378,109.037,100.4066,0.954091755503462,0.997109775001819,37,2.33856799937872,0.64763809534131,9576516.50594832,307503,0.0946534653465346,323.677231961965,5,1.01981775197241,0.633648396184507,4,0.86668389920813,0.62518028170294,,,,13.5323461538462,0.249907692307692,35.1131153846154,83,55,19,0.711111111111111,0.335555555555556,0.04375,3.66666666666667,,,,2314.444,35.12825,0.394
MAI20110725,197,Maria Island,148.23333,-42.59667,2011-07-25T12:15:00Z,2011,7,25,12:15:00,2011-07-25T02:15:00Z,0.25638,173.8694,161.3448,0.93422198147829,0.987447736764808,30,1.94802726796102,0.572747491358183,10913489.3886154,414410,0.0575147473711208,267.58044156753,5,1.42661224090479,0.886404023344521,4,1.196250621666,0.862912419768939,,,,12.5912076923077,0.225807692307692,35.2665615384615,76,73,25,0.588888888888889,0.334444444444444,0.0144444444444444,3.74444444444444,,,,2321.63833333333,35.2771111111111,0.551
MAI20090506,32,Maria Island,148.23333,-42.59667,2009-05-06T11:20:00Z,2009,5,6,11:20:00,2009-05-06T01:20:00Z,4.04466,1017.4283,904.7081,0.652071899703577,0.9937888866407,22,1.05125684860083,0.340097835750743,9472233.68224589,183073,0.18689539533084,539.088900602492,7,1.24385477805984,0.639214908593647,6,1.50391511956864,0.839351009662348,,,,15.8296076923077,0.219969230769231,35.5031615384615,46,43,30,0.644444444444445,0.23,0.0666666666666667,2.48888888888889,,,,2326.49333333333,35.4026666666667,0.56
MAI20190828,916,Maria Island,148.23333,-42.59667,2019-08-29T09:20:00Z,2019,8,29,09:20:00,2019-08-28T23:20:00Z,4.80939,61.4241,34.4076,0.930339770310255,0.989129229535743,21,2.16999361213354,0.712753364943559,60057907.5878153,205000.48,0.876401785311931,12542.8463272644,11,1.70911405129392,0.712755920027886,8,1.61856159425644,0.778363595135701,2,0.693147180559945,1,11.9322133333333,0.15696,35.17534,84.311,78.361,20.833,1.34444444444444,0.363333333333333,0.0333333333333333,4.53333333333333,0.13,,,2317.63666666667,35.1724444444444,0.4945
MAI20180301,817,Maria Island,148.23333,-42.59667,2018-03-02T09:30:00Z,2018,3,2,09:30:00,2018-03-01T22:30:00Z,28.73376,1673.8576,928.873,0.76517779933317,,20,1.69336905438981,0.565260477159023,71743820.2988537,505333.34,0.995343434171635,2992.91684948124,12,1.6583299549506,0.667361067705331,12,1.6583299549506,0.667361067705331,,,,18.03658,0.3228,35.5391866666667,35.713,33.728,36.705,0.644444444444445,0.22,0.06,1.8,0.111111111111111,,,2333.88666666667,35.4935555555556,0.6565
MAI20110328,44,Maria Island,148.23333,-42.59667,2011-03-29T10:30:00Z,2011,3,29,10:30:00,2011-03-28T23:30:00Z,8.9292,686.6354,360.9993,1.02800010000019,0.980952590248003,28,2.42570023236397,0.727956589986258,28431157.5284891,648148,0.147511565961026,516.970567046415,13,1.8549465072579,0.723190304659148,9,1.66429428052593,0.757452969392696,3,1.03972077083992,0.946394630357186,,,,,,,0.822222222222222,0.23,0.09,2,,,,2321.93666666667,35.3147777777778,0.701
MAI20180605,838,Maria Island,148.23333,-42.59667,2018-06-06T09:30:00Z,2018,6,6,09:30:00,2018-06-05T23:30:00Z,17.10634,1320.226,1065.6109,0.925309714831183,0.965909037504445,18,2.09784533595346,0.725804675548183,6275320.13262225,187025.63,0.233824331508938,479.949316547259,10,1.91923573103283,0.833513487459114,7,1.69271238803632,0.869882090320606,1,0,,14.59854,0.997,35.4962,87.286,10.913,82.328,1.1,0.285555555555556,0.0677777777777778,2.65555555555556,0.45,,,2335.505,35.527,0.283
NSI20091021,137,North Stradbroke,153.562,-27.345,2009-10-22T09:20:00Z,2009,10,22,09:20:00,2009-10-21T23:20:00Z,19.10254,1570.9818,1059.8233,0.753757650266916,0.970833622520307,35,1.70435548216143,0.479377954755697,46094647.4438779,513485,0.877880184331797,2381.32449434745,9,1.77826722254157,0.809324290691048,9,1.77826722254157,0.809324290691048,,,,23.5940538461538,0.192392307692308,35.3024923076923,27,11,46,0.842857142857143,0.217142857142857,0.121428571428571,2.24285714285714,,,,2316.838,35.4188571428571,
NSI20120213,116,North Stradbroke,153.562,-27.345,2012-02-14T08:00:00Z,2012,2,14,08:00:00,2012-02-13T22:00:00Z,6.75115,2436.8439,1510.9716,0.626454889969825,0.938864691695763,38,1.2333471393724,0.339056474600499,40256976.1343162,414457,0.973089561724973,2015.30846828501,15,1.28692626789253,0.475222456130515,13,1.24059353617739,0.483671746800168,2,0.500402423538188,0.721928094887362,27.3717153846154,0.207815384615385,35.2009461538462,25,13,43,1.82857142857143,0.108571428571429,0.104285714285714,0.114285714285714,,,,2314.828,35.3524285714286,0.142
NSI20131212,453,North Stradbroke,153.562,-27.345,2013-12-12T10:20:00Z,2013,12,12,10:20:00,2013-12-12T00:20:00Z,11.07831,3517.0292,2841.9139,0.634954127866019,0.981481394809811,32,1.1886877860375,0.342982794816318,70697612.2570754,1368555.89,0.749549293697647,1227.17518592257,13,1.56946688435568,0.611890008584394,13,1.56946688435568,0.611890008584394,,,,23.4177,0.725221428571429,35.7211,13,13,12,1.57142857142857,0.255714285714286,0.238571428571429,3.64285714285714,,,,2332.676,35.635,0.959
NSI20150512,617,North Stradbroke,153.562,-27.345,2015-05-12T10:15:00Z,2015,5,12,10:15:00,2015-05-12T00:15:00Z,9.68951,1495.3565,1091.5729,0.652812003801609,0.938053585823065,43,1.60157675188261,0.425815352179759,24134328.549556,112777.19,0.848553753700676,7338.60005106217,17,1.92375159260721,0.678999905405303,14,1.84707602570155,0.699899924482061,3,0.950270539233235,0.864973520717927,24.3766285714286,0.179614285714286,35.48695,42,31,42,0.671428571428572,0.0571428571428571,0.316,0.257142857142857,,,,2321.528,35.4922857142857,0.3795
NSI20180530,843,North Stradbroke,153.562,-27.345,2018-05-30T10:20:00Z,2018,5,30,10:20:00,2018-05-30T00:20:00Z,9.65736,1488.4679,1064.11,0.7099998256336,0.984374916463871,17,0.732216523106962,0.258440305825565,,74100,0.750788643533123,9762.10341954525,20,2.14011788033585,0.714388898910823,17,2.08934768850404,0.737448061540186,2,0.693147180559945,1,23.7431466666667,0.186933333333333,35.4435133333333,36.753,19.868,49.665,1.02857142857143,0.224285714285714,0.0985714285714286,2.4,0.0842857142857143,,,2329.17,35.5228571428571,0.352
NSI20190618,902,North Stradbroke,153.562,-27.345,2019-06-18T10:00:00Z,2019,6,18,10:00:00,2019-06-18T00:00:00Z,5.00871,1777.8024,1340.5851,0.612252273900915,0.98429317922208,35,1.23712452856165,0.347961579897578,15709766.1011902,145760.98,,1972.0782882581,9,1.30657539569245,0.594648088852373,9,1.30657539569245,0.594648088852373,,,,23.08866,0.2316,35.4500533333333,34.766,11.92,37.746,0.9,0.21,0.635714285714286,2.1,0.0771428571428572,,,2326.72,35.4975714285714,0.542
NSI20191024,987,North Stradbroke,153.562,-27.345,2019-10-24T10:20:00Z,2019,10,24,10:20:00,2019-10-24T00:20:00Z,11.15547,2610.4458,1600.9877,0.679372452189634,0.98198190119428,20,0.893924051157572,0.298399179075193,67596231.3957439,264194.98,0.997685198465633,8229.15283252493,10,1.51202605191989,0.656664570842767,10,1.51202605191989,0.656664570842767,,,,23.2125266666667,0.32872,35.4891533333333,14.9,58.602,15.893,1.21428571428571,0.334285714285714,,3.94285714285714,0.0328571428571429,,,2329.066,35.5445714285714,0.3525
NSI20191220,1002,North Stradbroke,153.562,-27.345,2019-12-20T10:20:00Z,2019,12,20,10:20:00,2019-12-20T00:20:00Z,9.78595,2912.6406,1864.6043,0.601872840008998,0.961240257739193,25,1.15006460307272,0.357287657444758,51425140.8793012,172465.22,0.972151887128347,8874.79725395415,13,1.56930769411371,0.611827944886526,13,1.56930769411371,0.611827944886526,,,,24.8876266666667,-0.00145333333333333,35.5868133333333,22.847,52.643,26.82,1.51428571428571,0.338571428571429,,3.85714285714286,0.171428571428571,,,2334.106,35.5881428571429,0.1385
NSI20200528,1046,North Stradbroke,153.562,-27.345,2020-05-28T11:00:00Z,2020,5,28,11:00:00,2020-05-28T01:00:00Z,8.07566,1738.5831,1265.3593,0.652819989008635,0.943478099166568,37,1.16333534397844,0.322171639489457,45302998.9294817,25095,0.598125689084895,60945.0774760022,20,2.32720099652587,0.776838777306687,18,2.28218024615564,0.789580177678178,1,0,,22.4424133333333,0.152713333333333,35.7602666666667,43.705,47.678,55.623,0.585714285714286,0.09,,0.628571428571429,0.0357142857142857,,,2342.75,35.7271428571429,
NSI20200817,1074,North Stradbroke,153.562,-27.345,2020-08-18T09:50:00Z,2020,8,18,09:50:00,2020-08-17T23:50:00Z,12.16493,3034.8045,2404.6965,0.677152887929141,0.929824515129375,39,1.43481280616177,0.391644237153092,18576727.9082359,99177.72,0.993303665478649,4998.12419820194,17,2.05800200340065,0.726384410026205,15,2.01472035969772,0.743974524134637,,,,21.3726733333333,0.239126666666667,35.6011333333333,34.766,50.657,53.636,0.885714285714286,0.205714285714286,,1.41428571428571,0.0571428571428571,,,2332.17,,
NSI20210119,1216,North Stradbroke,153.562,-27.345,2021-01-19T11:00:00Z,2021,1,19,11:00:00,2021-01-19T01:00:00Z,27.83082,0,,,,,,,,,,,,,,,,,,,,27.4081933333333,0.137693333333333,35.11626,16.887,10.927,34.766,1.15714285714286,0.159285714285714,0.298571428571429,1.1,0.0635714285714286,,,,35.3083333333333,
NSI20210415,1219,North Stradbroke,153.562,-27.345,2021-04-16T09:40:00Z,2021,4,16,09:40:00,2021-04-15T23:40:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2955714285714,
NSI20090720,294,North Stradbroke,153.562,-27.345,2009-07-20T11:07:00Z,2009,7,20,11:07:00,2009-07-20T01:07:00Z,45.98499,2552.5784,1761.729,0.68117840852613,0.96153859446928,33,1.10615978252771,0.316361330007756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20100817,182,North Stradbroke,153.562,-27.345,2010-08-18T08:25:00Z,2010,8,18,08:25:00,2010-08-17T22:25:00Z,17.76517,5561.6638,2301.8216,0.754730874691564,0.964285730817282,34,1.41123672003029,0.400196380993661,41862733.6408156,325191,0.891228262058405,3515.79462146861,15,1.97442503070025,0.729094693258137,14,1.95640811451059,0.741328387434389,1,0,,21.3624923076923,0.299207692307692,35.4471769230769,36,14,28,0.871428571428572,0.264285714285714,0.222857142857143,1.87142857142857,,,,2327.482,35.5115714285714,
NSI20140507,484,North Stradbroke,153.562,-27.345,2014-05-07T10:25:00Z,2014,5,7,10:25:00,2014-05-07T00:25:00Z,9.94026,1899.9669,1285.9337,0.637974612939463,0.958762841967439,35,1.27313426436428,0.35808990915813,2802792.71667867,139305.21,0.0832378477887066,195.454169761737,9,1.57488394244086,0.716760570897194,7,1.3995705288353,0.719236974798018,1,0,,24.5216142857143,0.174714285714286,35.3638928571429,21,16,40,0.885714285714286,0.218571428571429,0.135714285714286,2.28571428571429,,,,2322.56,35.4995714285714,0.321
NSI20130123,377,North Stradbroke,153.562,-27.345,2013-01-23T10:15:00Z,2013,1,23,10:15:00,2013-01-23T00:15:00Z,11.32264,2266.4575,1745.6544,0.760265504654953,0.948718061197917,46,1.50383654829961,0.392785950044484,16484884.3796195,50105.52,0.985713995510548,11249.965707276,9,1.45103501909967,0.660394496796871,9,1.45103501909967,0.660394496796871,,,,27.2849285714286,0.178964285714286,35.4284285714286,16,35,46,0.742857142857143,0.161428571428571,0.17,0.571428571428571,,,,2319.372,35.4538571428571,0.206
NSI20091115,38,North Stradbroke,153.562,-27.345,2009-11-16T08:20:00Z,2009,11,16,08:20:00,2009-11-15T22:20:00Z,31.31891,2314.6805,1835.6702,0.85235793278543,0.97073186423393,39,2.03346154164641,0.555050450371063,38308223.9460599,165096,0.89433237271854,6888.9874115666,14,1.79128207275162,0.678758302311216,14,1.79128207275162,0.678758302311216,,,,23.8478153846154,0.255969230769231,35.4443076923077,23,36,48,0.666666666666667,0.16,0.321666666666667,1.18333333333333,,,,2321.5825,35.4736666666667,
NSI20150119,540,North Stradbroke,153.562,-27.345,2015-01-19T10:35:00Z,2015,1,19,10:35:00,2015-01-19T00:35:00Z,12.58286,2880.4915,1922.4707,0.572271047442047,0.979798084531352,39,1.76116688995638,0.480725332359825,10355598.2368898,55970,0.810494652406417,3514.83583411258,12,1.39967175842544,0.563269352007592,8,1.35714811009563,0.652650282728933,3,0.796311640173813,0.72483409150576,27.3726428571429,0.14915,35.5149285714286,19,56,54,0.514285714285714,0.164285714285714,0.0614285714285714,0.942857142857143,,,,2329.1,35.5718571428571,0.0695
NSI20181023,871,North Stradbroke,153.562,-27.345,2018-10-23T10:30:00Z,2018,10,23,10:30:00,2018-10-23T00:30:00Z,15.18044,2597.5869,1832.4563,0.504519795514302,0.980891636456576,29,1.42322563752256,0.422661301347045,7348306.73441159,32347.07,0.736843747382872,6034.42723456496,16,2.27924853287125,0.822065138831699,14,2.22484123296791,0.843043918751194,2,0.693147180559945,1,23.9109866666667,0.211273333333333,35.44936,14.901,12.914,38.739,0.814285714285714,0.165714285714286,0.255714285714286,1.52857142857143,0.21,,,2324.914,,0.158
NSI20140623,487,North Stradbroke,153.562,-27.345,2014-06-23T10:20:00Z,2014,6,23,10:20:00,2014-06-23T00:20:00Z,10.12672,3005.87,2337.1845,0.60249653429875,0.974276397403395,38,1.42336056324963,0.391292604697147,32494775.4000579,157148.94,0.959561320931971,7260.54146547682,17,1.29067017513071,0.455549942201988,15,1.25456080541321,0.463270882091694,1,0,,23.4105142857143,0.220721428571429,35.3941857142857,37,18,63,0.657142857142857,0.197142857142857,0.115714285714286,1.84285714285714,,,,2325.28,35.4845714285714,0.242
NSI20170717,771,North Stradbroke,153.562,-27.345,2017-07-17T11:05:00Z,2017,7,17,11:05:00,2017-07-17T01:05:00Z,9.73451,2022.1306,1707.0765,0.584331943050009,0.949438172794632,35,1.43653879633053,0.404050115905877,14640282.033464,24319.73,0.913349983390953,26201.3436779768,25,2.82980200768413,0.879127422630539,21,2.74074763693931,0.900222512069491,3,1.03617659288317,0.943168580554805,21.59584,0.2012,35.66808,42.713,47.679,56.617,,,,,,,,2336.474,35.6593333333333,0.183
NSI20130913,417,North Stradbroke,153.562,-27.345,2013-09-13T10:25:00Z,2013,9,13,10:25:00,2013-09-13T00:25:00Z,10.28201,3652.0521,2372.5479,0.703692066826106,0.930635861015324,40,1.49583564507455,0.405498651739988,66890451.0359265,1155107.76,0.950685052699168,1375.02210702475,13,1.18350007186122,0.461412646771514,11,1.14616581294897,0.477988269942823,2,0.693147180559945,1,22.1278642857143,0.6103,35.5588214285714,31,43,15,0.742857142857143,0.127142857142857,0.0571428571428571,0.1,,,,2327.994,35.5717142857143,0.139
PH420020820,214,Port Hacking 4,151.21815,-34.11758,2002-08-20T00:00:00Z,2002,8,20,00:00:00,2002-08-19T14:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420021120,217,Port Hacking 4,151.21815,-34.11758,2002-11-20T00:00:00Z,2002,11,20,00:00:00,2002-11-19T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420050817,248,Port Hacking 4,151.21815,-34.11758,2005-08-17T00:00:00Z,2005,8,17,00:00:00,2005-08-16T14:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420070830,264,Port Hacking 4,151.21815,-34.11758,2007-08-30T00:00:00Z,2007,8,30,00:00:00,2007-08-29T14:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420080318,270,Port Hacking 4,151.21815,-34.11758,2008-03-18T00:00:00Z,2008,3,18,00:00:00,2008-03-17T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420080529,272,Port Hacking 4,151.21815,-34.11758,2008-05-29T00:00:00Z,2008,5,29,00:00:00,2008-05-28T14:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420081202,278,Port Hacking 4,151.21815,-34.11758,2008-12-02T00:00:00Z,2008,12,2,00:00:00,2008-12-01T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420090119,279,Port Hacking 4,151.21815,-34.11758,2009-01-20T09:00:00Z,2009,1,20,09:00:00,2009-01-19T22:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20091110,83,Port Hacking,151.22667,-34.11923,2009-11-11T09:45:00Z,2009,11,11,09:45:00,2009-11-10T22:45:00Z,37.99773,3118.4432,605.889,0.739785505647215,0.98911075418874,26,1.28861480342984,0.395511547430196,85181133.0642368,600364,0.959188372427687,3614.52915451293,8,1.26703564944,0.609315349358869,7,1.26591722490177,0.650552763454334,1,0,,19.9298571428571,0.325828571428571,35.4214571428571,13.899,41.696,34.748,1.95,0.392,0.22,4.58,,,,2321.96,35.4174,
PHB20091206,81,Port Hacking,151.22667,-34.11923,2009-12-07T09:14:00Z,2009,12,7,09:14:00,2009-12-06T22:14:00Z,65.55979,1782.3035,1142.2302,0.751956346213851,0.972375811450286,28,1.52140169172715,0.456575125290602,34804849.204065,65005,0.650650996658601,15307.4107017922,14,1.81826670918458,0.688983406605137,11,1.65079582682508,0.68843533141403,3,0.436993879085487,0.397768970539435,20.9332,0.904135714285714,35.4668428571429,28.791,40.703,38.718,0.92,0.149,0.057,1.7,,,,2325.60166666667,35.4916,
PHB20101110,1,Port Hacking,151.22667,-34.11923,2010-11-11T09:10:00Z,2010,11,11,09:10:00,2010-11-10T22:10:00Z,10.41799,1260.9506,250.5741,0.972178112183183,0.986394301334446,26,1.43042395001481,0.43903669928806,89956273.9863059,459427,0.532979270173034,5585.0540406637,13,1.62043057121691,0.63175928464358,9,1.53025053310813,0.696447030900824,4,1.31051835132224,0.94533916322329,,,,,,,2.83,0.539,0.135,7.17,,,,2321.02666666667,35.3696,0.728
PHB20110420,4,Port Hacking,151.22667,-34.11923,2011-04-21T09:36:00Z,2011,4,21,09:36:00,2011-04-20T23:36:00Z,0.60824,630.6441,488.0123,0.755781176675553,0.93181766694318,42,1.27922781083083,0.342252778194545,15281495.0826291,353813,0.83886541943271,817.133390208952,7,1.56689114596151,0.805222762583457,6,1.56080139328874,0.871099843530439,1,0,,22.84716,1.01868666666667,35.3414,35.74,10.921,43.681,0.73,0.198,0.03,2.71,,,,2323.27666666667,35.425,0.245
PHB20180326,829,Port Hacking,151.22667,-34.11923,2018-03-27T09:40:00Z,2018,3,27,09:40:00,2018-03-26T22:40:00Z,9.32173,1368.5547,1145.7667,0.71452664889999,0.977777880183753,34,1.26285601786735,0.358118805224774,11578283.7558568,63606.68,0.86057688372084,4413.15148121257,12,1.27042183393454,0.511255356028334,11,1.26601347383429,0.52796862656843,1,0,,22.9290285714286,0.366021428571429,35.67015,17.871,30.777,31.769,1.65,0.361,0.165,4.08,0.095,,,2330.87333333333,35.544,0.24
PHB20180927,875,Port Hacking,151.22667,-34.11923,2018-09-27T10:43:00Z,2018,9,27,10:43:00,2018-09-27T00:43:00Z,12.41601,4278.9438,1315.5099,0.600698773912686,,15,1.36656746379048,0.504631510610206,41900306.0075694,108895,0.339224629418472,12347.1982123961,9,0.834498037586066,0.379796424176977,5,0.618146526163973,0.384076031382343,3,1.01716435092483,0.92586289213821,17.5724066666667,2.76343333333333,35.634,19.856,19.856,17.871,1.93,0.378,0.474,3.8,0.298,,,2337.065,35.5894,1.2515
PHB20201110,1142,Port Hacking,151.22667,-34.11923,2020-11-11T08:40:00Z,2020,11,11,08:40:00,2020-11-10T21:40:00Z,,0,,,,,,,132684975.084957,255095.29,0.891287435063174,13911.5122812472,21,1.5132935996017,0.497054507088239,17,1.47017074949704,0.518905769161826,2,0.500285955089348,0.721760066433801,19.7082714285714,1.40152857142857,35.5142357142857,20.849,82.391,31.769,,,,,,,,,,0.7175
