NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Abylopsis eschscholtzii,Abylopsis tetragona,Aglaura hemistoma,Aidanosagitta neglecta,Aidanosagitta regularis,Bassia bassensis,Bougainvillia vervoorti,Brooksia rostrata,Calanus Australis,Chelophyes appendiculata,Chelophyes contorta,Climacocylis scalaria,Codonella amphorella,Codonella galea,Codonellopsis morchella,Codonellopsis obesa,Codonellopsis orthoceras,Codonellopsis ostenfeldi,Cyttarocylis ampulla,Dadayiella ganymedes,Diacavolinia longirostris,Diphyes chamissonis,Doliolum denticulatum,Doliolum nationalis,Euconchoecia aculeata,Eudoxoides mitra,Eudoxoides spiralis,Evadne nordmanni,Evadne spinifera,Flaccisagitta enflata,Fritillaria borealis,Fritillaria formica,Fritillaria haplostoma,Fritillaria pellucida,Gazelletta hexanema,Hydromyles globulosus,Ihlea magalhanica,Krohnitta subtilis,Lensia conoidea,Lensia multicristata,Lensia subtilis,Lensia subtiloides,Leprotintinnus nordqvisti,Lipmanella dictyoceras,Liriope tetraphylla,Mesosagitta minima,Nanomia bijuga,Nyctiphanes australis,Oikopleura (Coecaria) longicauda,Pegea confoederata,Pelagobia longicirrata,Penilia avirostris,Pleopis polyphemoides,Podon intermedius,Primno macropa,Pseudevadne tergestina,Pterosagitta draco,Rhabdonella amor,Rhabdonella apophysata,Rhabdonella spiralis,Rhabdosoma whitei,Salpa fusiformis,Salpingella acuminata,Serratosagitta pacifica,Serratosagitta serratodentata,Serratosagitta tasmanica,Solmundella bitentaculata,Tectillaria fertilis,Thalia democratica,Themisto gaudichaudii,Thysanoessa gregaria,Tintinnopsis lobiancoi,Tintinnopsis mortensenii,Tintinnopsis radix,Xystonella treforti,Xystonellopsis heros,Xystonellopsis pulchra,Zonosagitta pulchra,Zoothamnium pelagicum
NRSROT20111020,Rottnest Island,-32,115.41667,2011-10-20 12:00:00,2011,10,20,12:00:00,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,157.1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20111018,Port Hacking,-34.11923,151.22667,2011-10-19 09:31:00,2011,10,19,09:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,-999,0,0,0,3.5363,0,0,0,0,81.3353,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,10.6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20111013,North Stradbroke,-27.345,153.562,2011-10-13 10:30:00,2011,10,13,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.289,-999,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,16.0742,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0
NRSMAI20111005,Maria Island,-42.59667,148.23333,2011-10-05 12:24:00,2011,10,5,12:24:00,0,0,2.5259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,1.263,0,0,0,0,0,0,197.0234,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.263,0,0,2.5259,0,0,0,0,0,0,0,0,0,0
NRSDAR20111005,Darwin,-12.4,130.76805,2011-10-05 09:31:00,2011,10,5,09:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20110923,Rottnest Island,-32,115.41667,2011-09-23 09:40:00,2011,9,23,09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20110915,North Stradbroke,-27.345,153.562,2011-09-15 11:10:00,2011,9,15,11:10:00,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,6.4297,-999,0,0,0,0,0,0,0,0,73.9412,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,6.4297,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20110914,Port Hacking,-34.11923,151.22667,2011-09-15 09:43:00,2011,9,15,09:43:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0.8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20110908,Yongala,-19.30847,147.61842,2011-09-08 11:00:00,2011,9,8,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,54.4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20110829,Port Hacking,-34.11923,151.22667,2011-08-29 10:03:00,2011,8,29,10:03:00,0,0,1.1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1788,1.1788,-999,0,0,0,0,1.1788,0,0,0,25.933,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,0,0,0,0,0,0,0,0
NRSROT20110826,Rottnest Island,-32,115.41667,2011-08-26 09:43:00,2011,8,26,09:43:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSESP20110818,Esperance,-33.93333,121.85,2011-08-18 10:20:00,2011,8,18,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,75.9654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20110816,North Stradbroke,-27.345,153.562,2011-08-16 10:00:00,2011,8,16,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,28.9335,-999,0,0,0,0,3.2148,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,9.6445,0,0,0,0,0,0,0,0,0,0,0,0,6.4296,0,0,0,0,0,0,0,0,0,0
NRSMAI20110812,Maria Island,-42.59667,148.23333,2011-08-12 10:55:00,2011,8,12,10:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20110811,Yongala,-19.30847,147.61842,2011-08-11 11:00:00,2011,8,11,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20110727,North Stradbroke,-27.345,153.562,2011-07-28 09:30:00,2011,7,28,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20110725,Maria Island,-42.59667,148.23333,2011-07-25 12:15:00,2011,7,25,12:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20110725,Rottnest Island,-32,115.41667,2011-07-25 10:20:00,2011,7,25,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20110720,Yongala,-19.30847,147.61842,2011-07-20 11:37:00,2011,7,20,11:37:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSKAI20110718,Kangaroo Island,-35.83217,136.44733,2011-07-19 09:00:00,2011,7,19,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20110717,Port Hacking,-34.11923,151.22667,2011-07-18 09:38:00,2011,7,18,09:38:00,0,0,0.5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0.1286,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNIN20110706,Ningaloo,-21.99,113.779,2011-07-06 11:04:00,2011,7,6,11:04:00,3.5363,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,14.1453,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20110627,Darwin,-12.4,130.76805,2011-06-27 13:48:00,2011,6,27,13:48:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20110623,North Stradbroke,-27.345,153.562,2011-06-23 10:25:00,2011,6,23,10:25:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,2.1432,0,-999,-999,0,0,0,2.1432,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,2.1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20110622,Rottnest Island,-32,115.41667,2011-06-22 10:00:00,2011,6,22,10:00:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20110619,Port Hacking,-34.11923,151.22667,2011-06-20 09:34:00,2011,6,20,09:34:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20110616,Yongala,-19.30847,147.61842,2011-06-16 11:25:00,2011,6,16,11:25:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20110606,North Stradbroke,-27.345,153.562,2011-06-06 10:00:00,2011,6,6,10:00:00,0,0,-999,0,0,3.2148,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20110531,Maria Island,-42.59667,148.23333,2011-05-31 11:38:00,2011,5,31,11:38:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20110527,Yongala,-19.30847,147.61842,2011-05-27 10:50:00,2011,5,27,10:50:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20110527,Rottnest Island,-32,115.41667,2011-05-27 09:35:00,2011,5,27,09:35:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20110517,Port Hacking,-34.11923,151.22667,2011-05-18 09:25:00,2011,5,18,09:25:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1768,0,0,0,0,0,0,0,0,0,0,0,0
NRSESP20110512,Esperance,-33.93333,121.85,2011-05-12 10:10:00,2011,5,12,10:10:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,47.1509,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,117.8772,0,0,0,31.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNIN20110501,Ningaloo,-21.99,113.779,2011-05-01 08:24:00,2011,5,1,08:24:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,2.0208,0,0,0,0,0,0,0,0,0,0,0,0,2.0208,0,0,0,0,0,0,0,0,0,0
NRSKAI20110427,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00,2011,4,28,07:35:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20110420,Port Hacking,-34.11923,151.22667,2011-04-21 09:36:00,2011,4,21,09:36:00,0,0,-999,0,0,1.1788,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20110414,Yongala,-19.30847,147.61842,2011-04-14 11:27:00,2011,4,14,11:27:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20110412,North Stradbroke,-27.345,153.562,2011-04-13 09:25:00,2011,4,13,09:25:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,6.4297,77.156,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20110407,Maria Island,-42.59667,148.23333,2011-04-07 10:30:00,2011,4,7,10:30:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,4.4204,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,12.3771,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0.8841,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20110329,Port Hacking,-34.11923,151.22667,2011-03-30 09:33:00,2011,3,30,09:33:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,7.0726,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20110328,Maria Island,-42.59667,148.23333,2011-03-29 10:30:00,2011,3,29,10:30:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,1.4735,14.7347,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,36.8366,0,2.9469,0,1.4735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20110324,Rottnest Island,-32,115.41667,2011-03-24 09:35:00,2011,3,24,09:35:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,6.2868,-999,-999,0,0,3.1434,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,103.732,0,0,0,6.2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20110323,Yongala,-19.30847,147.61842,2011-03-23 10:49:00,2011,3,23,10:49:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,108.8098,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,0,0,0,0
NRSNSI20110323,North Stradbroke,-27.345,153.562,2011-03-23 10:20:00,2011,3,23,10:20:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,2.1432,4.2864,-999,-999,0,0,0,4.2864,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4296,0,0,0,0,0,0,0,0,0,0
NRSKAI20110319,Kangaroo Island,-35.83217,136.44733,2011-03-20 09:40:00,2011,3,20,09:40:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,32.1483,0,0,0,1.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20110228,Port Hacking,-34.11923,151.22667,2011-03-01 09:30:00,2011,3,1,09:30:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,240.4696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20110224,Rottnest Island,-32,115.41667,2011-02-24 09:35:00,2011,2,24,09:35:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,2.2453,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7358,0,0,0,0,0,0,0,0,0,0
NRSMAI20110223,Maria Island,-42.59667,148.23333,2011-02-23 11:15:00,2011,2,23,11:15:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,2.2102,0.7367,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7367,0,0,0,0,0,0,0,0,0,0
NRSKAI20110223,Kangaroo Island,-35.83217,136.44733,2011-02-23 10:30:00,2011,2,23,10:30:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,34.3023,0,0.3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20110220,North Stradbroke,-27.345,153.562,2011-02-21 09:40:00,2011,2,21,09:40:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20110217,Yongala,-19.30847,147.61842,2011-02-17 11:30:00,2011,2,17,11:30:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,10.881,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNIN20110209,Ningaloo,-21.99,113.779,2011-02-09 10:15:00,2011,2,9,10:15:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20110203,Port Hacking,-34.11923,151.22667,2011-02-04 09:58:00,2011,2,4,09:58:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,-999,-999,0,0,1.1788,2.3575,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,10.609,0,0,0,10.609,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,0,0,0,0,0,0,0,0
NRSROT20110125,Rottnest Island,-32,115.41667,2011-01-25 09:10:00,2011,1,25,09:10:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,20.4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSESP20110120,Esperance,-33.93333,121.85,2011-01-20 08:50:00,2011,1,20,08:50:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,11.7877,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,652.2542,0,7.8585,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20110118,Maria Island,-42.59667,148.23333,2011-01-19 10:30:00,2011,1,19,10:30:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20110119,North Stradbroke,-27.345,153.562,2011-01-19 10:00:00,2011,1,19,10:00:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,-999,-999,0,0,0,12.8593,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,9.6445,0,0,0,9.6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20110118,Yongala,-19.30847,147.61842,2011-01-18 11:30:00,2011,1,18,11:30:00,0,0,-999,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,27.2024,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
