TripCode,Route,Latitude,Longitude,SampleDateUTC,Year,Month,Day,Time_24hr,Amphipod,Appendicularian,Ascidian,Brachiopod,Bryozoan,Cephalopod,Chaetognath,Ciliophora,Cirripedia,Cladoceran,Cnidarian,Copepod,Ctenophore,Decapod,Echinoderm,Egg,Euphausiid,Fish,Foraminifera,Isopod,Mollusc,Mysida,Nematode,Noctilucaceae,Ostracod,Platyhelminthes,Polychaete,Radiozoa,Sipunculid,Thaliacean,Thecostraca,Urochordata
HOAN20091209,HOAN,-57.6503,128.4347,2009-12-11T23:27:00Z,2009,12,11,23:27:00,0,22,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20091209,HOAN,-57.6056,128.562,2009-12-11T23:02:00Z,2009,12,11,23:02:00,0.6667,31.3333,0,0,0,0,0,0,0,0,0,58.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20091209,HOAN,-57.5442,128.8483,2009-12-11T22:09:00Z,2009,12,11,22:09:00,0,10,0,0,0,0,0,0,0,0,0,60.6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20091209,HOAN,-57.3274,129.6763,2009-12-11T19:31:00Z,2009,12,11,19:31:00,0,15.3333,0,0,0,0,0,0,0,0,0,52.6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20091209,HOAN,-57.1889,130.0628,2009-12-11T18:10:00Z,2009,12,11,18:10:00,0,2.6667,0,0,0,0,0,0,0,0,0,77.3333,0,0,0,0,0.6667,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0
HOAN20091209,HOAN,-57.143,130.1935,2009-12-11T17:43:00Z,2009,12,11,17:43:00,0.6667,2.6667,0,0,0,0,0,0,0,0,0,55.3334,0,0,0,0,0.6667,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0
HOAN20091209,HOAN,-56.9896,130.7339,2009-12-11T15:45:00Z,2009,12,11,15:45:00,0,7.3333,0,0,0,0,0,0,0,0,0,57.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20091209,HOAN,-56.8451,131.2878,2009-12-11T13:46:00Z,2009,12,11,13:46:00,0.6667,0,0,0,0,0,0,0,0,0,0,120.6667,0,0,0,0,0.6667,0,0,0,0.6667,0,0,0,0.6667,0,0,0,0,0,0,0
HOAN20091209,HOAN,-56.4075,132.7509,2009-12-11T09:18:00Z,2009,12,11,09:18:00,0,0,0,0,0,0,0,0,0,0,0,42.6666,0,0,0,0,3.3333,0,0,0,1.3333,0,0,0,0,0,0.6667,0,0,0,0,0
HOAN20091209,HOAN,-55.9495,134.1682,2009-12-11T04:07:00Z,2009,12,11,04:07:00,0,7.3333,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20091209,HOAN,-55.6715,134.5044,2009-12-11T02:30:00Z,2009,12,11,02:30:00,0.6667,6,0,0,0,0,0,0,0,0,0,8.6667,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20091209,HOAN,-54.9414,135.4691,2009-12-10T22:17:00Z,2009,12,10,22:17:00,0,7.3333,0,0,0,0,0,0,0,0,0,29.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20091209,HOAN,-53.5913,137.1259,2009-12-10T13:19:00Z,2009,12,10,13:19:00,0,8,0,0,0,0,0,0,0,0,0,160.6666,0,0,0,0,1.3334,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0
HOAN20091209,HOAN,-53.4555,137.2884,2009-12-10T12:32:00Z,2009,12,10,12:32:00,2,8,0,0,0,0,0,0,0,0,0,179.3334,0,0,0,0,2.6667,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HOAN20091209,HOAN,-53.1836,137.611,2009-12-10T10:57:00Z,2009,12,10,10:57:00,0,6.6667,0,0,0,0,0,0,0,0,0,114,0,0,0,0,4.6667,0,0,0,2,0,0,0,0.6667,0,0,0,0,0,0,0
HOAN20091209,HOAN,-52.7125,138.1773,2009-12-10T08:14:00Z,2009,12,10,08:14:00,0,4.6667,0,0,0,0,0,0,0,0,0,66.0001,0,0,0,0,1.3333,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
SYME20091019,SYME,-37.90161,149.89345,2009-10-19T20:54:59Z,2009,10,19,20:54:59,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20091019,SYME,-36.06184,150.78264,2009-10-19T15:24:56Z,2009,10,19,15:24:56,0,0,0,0,0,0,0,0,0,0,0,7.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRSY20091016,BRSY,-32.48259,152.75889,2009-10-17T09:41:59Z,2009,10,17,09:41:59,0,0,0,0,0,0,0,0,0,0,0,15.6423,0,0,0,0,0,0,0,0,0.6257,0,0,0,0,0,0,0,0,0,0,0
BRSY20091016,BRSY,-31.13585,153.28146,2009-10-17T05:00:17Z,2009,10,17,05:00:17,0,0,0,0,0,0,0,0,0,0,0,30.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRSY20091016,BRSY,-30.78963,153.37753,2009-10-17T03:49:52Z,2009,10,17,03:49:52,0,0,0,0,0,0,0,0,0,0,0,5.6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRSY20091016,BRSY,-29.39526,153.7025,2009-10-16T23:08:11Z,2009,10,16,23:08:11,0,0,0,0,0,0,0,0,0,0,0,6.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRSY20091016,BRSY,-29.04279,153.76002,2009-10-16T21:57:45Z,2009,10,16,21:57:45,0,0,0,0,0,0,0,0,0,0,0,3.7542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRSY20091016,BRSY,-27.62396,153.76172,2009-10-16T17:16:04Z,2009,10,16,17:16:04,0,0,0,0,0,0,0,0,0,1.2514,0,47.5522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20090824,SYME,-39.1752,146.10988,2009-08-25T02:55:53Z,2009,8,25,02:55:53,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20090824,SYME,-39.05027,146.92536,2009-08-25T00:59:39Z,2009,8,25,00:59:39,0,0,0,0,0,0,0,0,0,0,0,2.6667,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20090824,SYME,-37.64032,150.15317,2009-08-24T16:16:34Z,2009,8,24,16:16:34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20090824,SYME,-37.02857,150.45473,2009-08-24T14:20:20Z,2009,8,24,14:20:20,0,0,0,0,0,0,0,0,0,0,0,3.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRSY20090822,BRSY,-28.09972,153.79598,2009-08-21T22:58:49Z,2009,8,21,22:58:49,0,0,0,0,0,0,0,0,0,0,0,24.0003,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRSY20090822,BRSY,-26.84856,153.45173,2009-08-21T18:57:33Z,2009,8,21,18:57:33,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20090727,SYME,-38.86497,147.64124,2009-07-28T00:07:07Z,2009,7,28,00:07:07,0,0,0,0,0,0,0.6279,0,0,0,0,2.5114,0,0.6279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20090727,SYME,-35.55753,150.95021,2009-07-27T11:25:38Z,2009,7,27,11:25:38,0,0,0,0,0,0,0.6279,0,0,0,0,89.7853,0,0,0,1.2557,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2557,0,0
BRSY20090725,BRSY,-32.92269,152.38917,2009-07-25T22:34:16Z,2009,7,25,22:34:16,0,1.3334,0,0,0,0,8.6667,0,0,0,0,42.667,0,2,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,1.3334,0,0
BRSY20090725,BRSY,-32.652,152.62074,2009-07-25T21:40:11Z,2009,7,25,21:40:11,0,4,0,0,0.6667,0,8.6667,0,1.3333,0.6667,0,42.667,0,0,0,0.6667,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,2.6667,0,0
BRSY20090725,BRSY,-29.46374,153.69143,2009-07-25T12:39:23Z,2009,7,25,12:39:23,0,0,0,0,0,0,10,0,0.6667,0.6667,0.6667,43.334,0,3.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20090629,SYME,-38.94329,147.31573,2009-06-29T23:05:37Z,2009,6,29,23:05:37,0,0,0,0,0,0,0,0,0,0,0,14.6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20090629,SYME,-38.50572,148.92529,2009-06-29T19:18:34Z,2009,6,29,19:18:34,0,0,0,0,0,0,0,0,0,0,0,6.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20090629,SYME,-35.74229,150.88706,2009-06-29T09:50:55Z,2009,6,29,09:50:55,0,0,0,0,0,0,3.3333,0,0,0,0,18.6669,0,1.3334,0,0.6667,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
BRSY20090627,BRSY,-32.24759,152.8626,2009-06-27T11:04:31Z,2009,6,27,11:04:31,0,2,0,0,0,0,2.6667,0,0,0,0,34.0001,0,1.3334,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,1.3333,0,0
BRSY20090627,BRSY,-31.94033,153.01652,2009-06-27T09:59:48Z,2009,6,27,09:59:48,0,3.3333,0,0,0,0,18,0,1.3333,2,0,84.6671,0,12.6667,0,0.6667,0,0,0,0,2,0,0,0,0.6667,0,0,0,0,34.6667,0,0
BRSY20090627,BRSY,-31.62157,153.12953,2009-06-27T08:55:06Z,2009,6,27,08:55:06,0,0,0,0,0,0,1.3333,0,0.6667,0,0,12.0002,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
BRSY20090627,BRSY,-29.33726,153.70033,2009-06-27T01:22:12Z,2009,6,27,01:22:12,0,5.3333,0,0,0.6667,0,10.6667,0,4.6667,1.3334,0,113.3339,0,5.3333,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12.6666,0,0
BRSY20090627,BRSY,-28.34227,153.81389,2009-06-26T22:08:06Z,2009,6,26,22:08:06,0,0,0,0,0,0,0.6667,0,0,0,0,2.0001,0,0,0,0,0,0,0,0,3.3333,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-46.1475,150.0142,2009-02-18T20:19:00Z,2009,2,18,20:19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-46.2283,150.022,2009-02-18T19:57:00Z,2009,2,18,19:57:00,0,0,0,0,0,0,0,0,0,0,0,2.6667,0,0,0,0,4.6667,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0
ANHO20090215,ANHO,-46.4742,150.0132,2009-02-18T18:40:00Z,2009,2,18,18:40:00,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,6.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-46.8067,150.0067,2009-02-18T17:02:00Z,2009,2,18,17:02:00,0,0,0,0,0,0,0,0,0,0,0,163.9999,0,0,0,0,10.6666,1.3333,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
ANHO20090215,ANHO,-47.2223,149.9957,2009-02-18T14:49:00Z,2009,2,18,14:49:00,0,0.6667,0,0,0,0,0,0,0,0,0,69.3333,0,0,0,0,16,0,0,0,1.3333,0,0,0,0.6667,0,0,0,0,0,0,0
ANHO20090215,ANHO,-47.3075,150.003,2009-02-18T14:19:00Z,2009,2,18,14:19:00,0,0,0,0,0,0,0,0,0,0,0,50.6668,0,0,0,0,29.9999,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0
ANHO20090215,ANHO,-47.5495,149.9962,2009-02-18T12:46:00Z,2009,2,18,12:46:00,0,0,0,0,0,0,0,0,0,0,0,49.3334,0,0,0,0,4.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-47.8002,150.021,2009-02-18T11:32:00Z,2009,2,18,11:32:00,0,0,0,0,0,0,0.6667,0,0,0,0,67.3333,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-48.0318,150.0333,2009-02-18T10:11:00Z,2009,2,18,10:11:00,0.6667,0,0,0,0,0,0,0,0,0,0,55.3334,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-48.2643,149.9778,2009-02-18T08:47:00Z,2009,2,18,08:47:00,0,0,0,0,0,0,1.3333,0,0,0,0,34.6667,0,0,0,0,2,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-48.8588,150.0258,2009-02-18T05:25:00Z,2009,2,18,05:25:00,0,0,0,0,0,0,0.6667,0,0,0,0,12.6666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-48.9398,150.0377,2009-02-18T05:02:00Z,2009,2,18,05:02:00,0,0,0,0,0,0,0,0,0,0,0,8.6667,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-49.0228,150.0407,2009-02-18T04:39:00Z,2009,2,18,04:39:00,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-49.1443,150.086,2009-02-18T03:43:00Z,2009,2,18,03:43:00,0,0.6667,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-50.0552,150.0005,2009-02-17T19:29:00Z,2009,2,17,19:29:00,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-50.1957,150.0003,2009-02-17T18:35:00Z,2009,2,17,18:35:00,0,0,0,0,0,0,0,0,0,0,0,30.6667,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-50.276,149.9997,2009-02-17T18:15:00Z,2009,2,17,18:15:00,0,0,0,0,0,0,0,0,0,0,0,43.9999,0,0,0,0,6.6666,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0
ANHO20090215,ANHO,-50.6112,150.0147,2009-02-17T16:52:00Z,2009,2,17,16:52:00,0,0,0,0,0,0,0,0,0,0,0,60.0001,0,0,0,0,5.3333,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0
ANHO20090215,ANHO,-51.5157,149.9757,2009-02-17T13:06:00Z,2009,2,17,13:06:00,0,0,0,0,0,0,0,0,0,0,0,38.6666,0,0,0,0,2.6668,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-51.9163,149.9797,2009-02-17T11:10:00Z,2009,2,17,11:10:00,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,6.6667,0,0,0,0.6667,0,0,0,3.3333,0,0,0,0,0,0,0
ANHO20090215,ANHO,-52.0795,149.9642,2009-02-17T10:27:00Z,2009,2,17,10:27:00,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,6,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0
ANHO20090215,ANHO,-52.2217,150.0298,2009-02-17T09:35:00Z,2009,2,17,09:35:00,0,1.3333,0,0,0,0,0,0,0,0,0,20.6666,0,0,0,0,6.6666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-52.4732,150.0267,2009-02-17T08:28:00Z,2009,2,17,08:28:00,0,0,0,0,0,0,0,0,0,0,0,8.6667,0,0,0,0,0.6667,0,0,0,2.6667,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-52.5553,150.0133,2009-02-17T08:05:00Z,2009,2,17,08:05:00,0,0,0,0,0,0,0,0,0,0,0,36.6667,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-53.575,150.1068,2009-02-17T03:04:00Z,2009,2,17,03:04:00,0,0,0,0,0,0,0,0,0,0,0,21.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-54.4093,149.9305,2009-02-16T19:55:00Z,2009,2,16,19:55:00,0,0.6667,0,0,0,0,0,0,0,0,0,32.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-54.7722,149.9093,2009-02-16T17:57:00Z,2009,2,16,17:57:00,0,0,0,0,0,0,0,0,0,0,0,10.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-55.2448,149.6752,2009-02-16T15:34:00Z,2009,2,16,15:34:00,0,0.6667,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-55.8892,149.7163,2009-02-16T12:22:00Z,2009,2,16,12:22:00,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-56.4473,149.6715,2009-02-16T09:31:00Z,2009,2,16,09:31:00,0.6667,0,0,0,0,0,0,0,0,0,0,74.0001,0,0,0,0,0.6667,0,0,0,2,0,0,0,0,0,0.6667,0,0,0,0,0
ANHO20090215,ANHO,-56.8597,149.5765,2009-02-16T07:38:00Z,2009,2,16,07:38:00,0,0,0,0,0,0,0,0,0,0,0,37.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-57.317,149.6805,2009-02-16T05:08:00Z,2009,2,16,05:08:00,0,0,0,0,0,0,0,0,0,0,0,48.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-57.975,149.6893,2009-02-16T01:47:00Z,2009,2,16,01:47:00,0,0,0,0,0,0,0,0,0,0,0,67.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-58.0592,149.7153,2009-02-16T01:21:00Z,2009,2,16,01:21:00,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-58.175,149.7253,2009-02-15T21:03:00Z,2009,2,15,21:03:00,1.3333,0.6667,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-58.2128,149.6995,2009-02-15T20:52:00Z,2009,2,15,20:52:00,0,0,0,0,0,0,0,0,0,0,0,26.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-58.2895,149.6505,2009-02-15T20:30:00Z,2009,2,15,20:30:00,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-58.4522,149.623,2009-02-15T19:44:00Z,2009,2,15,19:44:00,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-58.6735,149.622,2009-02-15T18:29:00Z,2009,2,15,18:29:00,0,0,0,0,0,0,0,0,0,0,0,40.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-58.7575,149.611,2009-02-15T18:06:00Z,2009,2,15,18:06:00,0,0.6667,0,0,0,0,0,0,0,0,0,36.6667,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-58.842,149.5948,2009-02-15T17:43:00Z,2009,2,15,17:43:00,0,0,0,0,0,0,0,0,0,0,0,29.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-58.9237,149.5788,2009-02-15T17:21:00Z,2009,2,15,17:21:00,0,0.6667,0,0,0,0,0,0,0,0,0,11.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-59.0045,149.5598,2009-02-15T16:55:00Z,2009,2,15,16:55:00,0,1.3333,0,0,0,0,0,0,0,0,0,19.3334,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-59.088,149.5315,2009-02-15T16:26:00Z,2009,2,15,16:26:00,0,0.6667,0,0,0,0,0,0,0,0,0,28.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-59.249,149.4492,2009-02-15T15:28:00Z,2009,2,15,15:28:00,0,0,0,0,0,0,0,0,0,0,0,28.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-59.4098,149.38,2009-02-15T14:29:00Z,2009,2,15,14:29:00,0,0,0,0,0,0,0,0,0,0,0,38.0001,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-59.4937,149.3663,2009-02-15T13:59:00Z,2009,2,15,13:59:00,0,0,0,0,0,0,0,0,0,0,0,42.6667,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-59.5775,149.3547,2009-02-15T13:30:00Z,2009,2,15,13:30:00,0,0,0,0,0,0,0,0,0,0,0,42.6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
ANHO20090215,ANHO,-59.8167,149.3643,2009-02-15T11:56:00Z,2009,2,15,11:56:00,0.6667,0.6667,0,0,0,0,0,0,0,0,0,37.3334,0,0,0,0,1.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-59.898,149.3603,2009-02-15T11:27:00Z,2009,2,15,11:27:00,0.6667,0,0,0,0,0,0,0,0,0,0,34.0001,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0
ANHO20090215,ANHO,-60.2232,149.3393,2009-02-15T09:45:00Z,2009,2,15,09:45:00,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.6667,0,0
ANHO20090215,ANHO,-60.4732,149.2927,2009-02-15T08:49:00Z,2009,2,15,08:49:00,0,0,0,0,0,0,0,0,0,0,0,48.6667,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-60.6398,149.2803,2009-02-15T08:11:00Z,2009,2,15,08:11:00,0,1.3333,0,0,0,0,0,0,0,0,0,35.3334,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-60.9957,149.6653,2009-02-15T06:12:00Z,2009,2,15,06:12:00,0,0,0,0,0,0,0,0,0,0,0,24.6668,0,0,0,0,0.6667,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-61.4447,149.9423,2009-02-15T04:09:00Z,2009,2,15,04:09:00,0,1.3333,0,0,0,0,0,0,0,0,0,53.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-61.5275,149.9643,2009-02-15T03:48:00Z,2009,2,15,03:48:00,0.6667,0,0,0,0,0,0,0,0,0,0,38.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-61.769,149.8162,2009-02-15T02:52:00Z,2009,2,15,02:52:00,0,2,0,0,0,0,0,0,0,0,0,55.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20090215,ANHO,-61.8452,149.7593,2009-02-15T02:34:00Z,2009,2,15,02:34:00,0,0.6667,0,0,0,0,0,0,0,0,0,77.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0
ANHO20090215,ANHO,-61.9965,149.6102,2009-02-15T01:54:00Z,2009,2,15,01:54:00,0.6667,2,0,0,0,0,0,0,0,0,0,40.6666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20081125,HOAN,-59.8288,116.6205,2008-11-28T13:25:00Z,2008,11,28,13:25:00,2,0,0,0,0,0,0,0,0,0,0,39.3334,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20081125,HOAN,-59.417,116.7753,2008-11-28T11:50:00Z,2008,11,28,11:50:00,0,0,0,0,0,0,0,0,0,0,0,9.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20081125,HOAN,-59.1712,116.857,2008-11-28T10:53:00Z,2008,11,28,10:53:00,0,0,0,0,0,0,0,0,0,0,0,35.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20081125,HOAN,-58.3457,118.17,2008-11-28T06:43:00Z,2008,11,28,06:43:00,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20081125,HOAN,-57.2178,119.865,2008-11-28T00:39:00Z,2008,11,28,00:39:00,0,0.6667,0,0,0,0,0,0,0,0,0,10.6667,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20081125,HOAN,-56.8387,120.4653,2008-11-27T22:41:00Z,2008,11,27,22:41:00,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20081125,HOAN,-56.6487,120.7568,2008-11-27T21:43:00Z,2008,11,27,21:43:00,0,0,0,0,0,0,0,0,0,0,0,8.6667,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20081125,HOAN,-56.072,121.6293,2008-11-27T18:35:00Z,2008,11,27,18:35:00,0,1.3333,0,0,0,0,0,0,0,0,0,35.3333,0,0,0,0,2.6667,0.6667,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
HOAN20081125,HOAN,-55.6202,122.282,2008-11-27T14:50:00Z,2008,11,27,14:50:00,0,2,0,0,0,0,0,0,0,0,0,102.6666,0,0,0,0,3.3334,0,0,0,0,0,0,0,2.6667,0,0,0,0,0,0,0
HOAN20081125,HOAN,-55.089,122.9877,2008-11-27T11:20:00Z,2008,11,27,11:20:00,0,0.6667,0,0,0,0,0,0,0,0,0,64.6667,0,0,0,0,2,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
