SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,COUNTS,SAMPVOL_L
533-57,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,1,1.0652
533-57,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1.0652
533-57,Nematocysts,Other,(null),(null),1,1.0652
533-57,Nitzschia cf. bicapitata,Pennate diatom,Nitzschia,cf. bicapitata,4,1.0652
533-57,Oxytoxum scolopax,Dinoflagellate,Oxytoxum,scolopax,1,1.0652
533-57,Proboscia spp.,Centric diatom,Proboscia,spp.,1,1.0652
533-57,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,1,1.0652
533-57,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,1,1.0652
533-57,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,1,1.0652
533-57,Thalassionema spp.,Pennate diatom,Thalassionema,spp.,2,1.0652
533-57,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,15,1.0652
533-57,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1.0652
533-57,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),1,1.0652
533-61,Proboscia spp.,Centric diatom,Proboscia,spp.,3,1.0652
533-61,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,3,1.0652
533-61,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,1,1.0652
533-53,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,3,1.0652
533-53,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1.0652
533-53,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,2,1.0652
533-53,Guinardia striata,Centric diatom,Guinardia,striata,1,1.0652
533-53,Nematocysts,Other,(null),(null),1,1.0652
533-53,Nitzschia cf. bicapitata,Pennate diatom,Nitzschia,cf. bicapitata,5,1.0652
533-53,Proboscia spp.,Centric diatom,Proboscia,spp.,1,1.0652
533-53,Pseudosolenia calcar-avis,Centric diatom,Pseudosolenia,calcar-avis,1,1.0652
533-53,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,2,1.0652
533-53,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,2,1.0652
533-53,Richelia intracellularis,Cyanobacteria,Richelia,intracellularis,1,1.0652
533-53,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,14,1.0652
533-53,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,1,1.0652
533-61,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,1,1.0652
533-61,Thalassiothrix cf. spp.,Pennate diatom,Thalassiothrix,cf. spp.,1,1.0652
533-61,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,9,1.0652
533-61,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,1.0652
499-13,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,2,1
499-13,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,1
500-9,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,1,1
499-1,Tripos geniculatus,Dinoflagellate,Tripos,geniculatus,0,1
499-1,Tripos incisus,Dinoflagellate,Tripos (Ceratium),incisus,0,1
517-9,Amphisolenia bidentata,Dinoflagellate,Amphisolenia,bidentata,0,1
517-9,Tripos macroceros type,Dinoflagellate,Tripos (Tripoceratium),macroceros type,0,1
473-78,Centric diatom 40-50 µm,Centric diatom,(null),(null),1,1
473-78,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
473-78,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
473-78,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,1,1
473-78,Corethron spp.,Centric diatom,Corethron,spp.,1,1
473-78,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
473-78,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,11,1
473-78,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,1,1
473-78,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,1,1
473-78,Haslea trompii,Pennate diatom,Haslea,trompii,1,1
473-78,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,12,1
473-78,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,7,1
473-79,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,1,1
473-79,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,1,1
473-79,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10,1
473-79,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,1,1
473-79,Navicula - shaped,Pennate diatom,(null),(null),1,1
473-79,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,16,1
473-79,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10,1
473-79,Unid round green object,Other,(null),(null),1,1
473-81,Acanthostomella norvegica,Ciliate,Acanthostomella,norvegica,1,1
473-81,Centric diatom 20-30 µm,Centric diatom,(null),(null),2,1
473-81,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,1,1
473-81,Eucampia antarctica,Centric diatom,Eucampia,antarctica,1,1
473-81,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,11,1
473-81,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,15,1
473-81,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,7,1
473-81,Unid heterotroph 20-30 µm,Other,(null),(null),1,1
473-82,Codonellopsis pusilla,Ciliate,Codonellopsis,pusilla,1,1
473-82,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,1,1
473-82,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,2,1
473-82,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10,1
473-82,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,3,1
473-82,Navicula - shaped,Pennate diatom,(null),(null),1,1
473-82,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,16,1
473-82,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,9,1
473-83,Acanthostomella norvegica,Ciliate,Acanthostomella,norvegica,1,1
473-83,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,1,1
473-83,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,2,1
473-83,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,2,1
473-83,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,9,1
473-83,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,1,1
473-83,Haslea trompii,Pennate diatom,Haslea,trompii,1,1
473-83,Pinnularia spp.,Pennate diatom,Pinnularia,spp.,1,1
473-83,Proboscia inermis,Centric diatom,Proboscia,inermis,1,1
473-83,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,15,1
473-83,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
473-83,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,9,1
517-13,Tripos macroceros type,Dinoflagellate,Tripos (Tripoceratium),macroceros type,0,1
474-22,Acanthostomella norvegica,Ciliate,Acanthostomella,norvegica,1,1
474-22,Centric diatom 30-40 µm,Centric diatom,(null),(null),1,1
474-22,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3,1
474-22,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,1,1
474-22,Codonellopsis gausii,Ciliate,Codonellopsis,gausii,1,1
474-22,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,1,1
474-22,Cymatocylis calyciformis,Ciliate,Cymatocylis,calyciformis,1,1
474-22,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
474-22,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,12,1
474-22,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,1
474-22,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,15,1
474-22,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,4,1
474-21,Centric diatom 10-20 µm,Centric diatom,(null),(null),2,1
474-21,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
474-21,Cymatocylis calyciformis,Ciliate,Cymatocylis,calyciformis,1,1
474-21,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
474-21,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6,1
474-21,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,2,1
474-21,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,1,1
474-21,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,10,1
474-21,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6,1
474-61,Asteromphalus hyalinus,Centric diatom,Asteromphalus,hyalinus,1,1
474-61,Centric diatom 20-30 µm,Centric diatom,(null),(null),1,1
474-61,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,1,1
474-61,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3,1
474-61,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,1,1
474-61,Corethron spp.,Centric diatom,Corethron,spp.,2,1
474-61,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,1,1
474-61,Foraminifera,Foraminifera,(null),(null),1,1
474-61,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,13,1
474-61,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,2,1
474-61,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,1
474-61,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,8,1
474-61,Rhizosolenia hebetata f. semispina,Centric diatom,Rhizosolenia,hebetata f. semispina,1,1
474-61,Rhizosolenia simplex,Centric diatom,Rhizosolenia,simplex,1,1
474-61,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,4,1
474-61,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,14,1
474-61,Unid round green object,Other,(null),(null),1,1
474-63,Centric diatom 20-30 µm,Centric diatom,(null),(null),1,1
474-63,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,4,1
474-63,Eucampia antarctica,Centric diatom,Eucampia,antarctica,1,1
474-63,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,13,1
474-63,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,9,1
474-63,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,12,1
474-63,Rhizosolenia hebetata f. semispina,Centric diatom,Rhizosolenia,hebetata f. semispina,1,1
474-63,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
474-63,Steenstrupiella spp.,Ciliate,Steenstrupiella,spp.,1,1
474-63,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,15,1
474-64,Asteromphalus spp.,Centric diatom,Asteromphalus,spp.,1,1
474-64,Centric diatom,Centric diatom,(null),(null),1,1
474-64,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,1,1
474-64,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,4,1
474-62,Centric diatom 20-30 µm,Centric diatom,(null),(null),1,1
474-62,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,2,1
474-62,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,1,1
474-62,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,5,1
474-62,Corethron spp.,Centric diatom,Corethron,spp.,1,1
474-62,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
474-62,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,9,1
474-62,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,3,1
474-62,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,2,1
474-62,Phaeocystis cf. spp. (colony <50 um),Flagellate,cf. Phaeocystis,spp.,1,1
474-62,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,9,1
474-62,Rhizosolenia antennata f. semispina,Centric diatom,Rhizosolenia,antennata f. semispina,2,1
474-62,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,5,1
474-62,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13,1
474-64,Corethron spp.,Centric diatom,Corethron,spp.,1,1
474-64,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
474-64,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,12,1
474-64,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,3,1
474-64,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,4,1
474-64,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,15,1
474-64,Rhizosolenia antennata f. semispina,Centric diatom,Rhizosolenia,antennata f. semispina,1,1
474-64,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
474-64,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,9,1
474-65,Centric diatom,Centric diatom,(null),(null),2,1
474-65,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3,1
474-65,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,3,1
474-65,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,5,1
474-65,Corethron spp.,Centric diatom,Corethron,spp.,5,1
474-65,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,9,1
474-65,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,6,1
474-65,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,10,1
474-65,Rhizosolenia antennata f. semispina,Centric diatom,Rhizosolenia,antennata f. semispina,2,1
474-65,Rhizosolenia polydactyla f. polydactyla,Centric diatom,Rhizosolenia,polydactyla f. polydactyla,1,1
474-65,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13,1
474-65,Unid round green object,Other,(null),(null),2,1
474-66,Asteromphalus spp.,Centric diatom,Asteromphalus,spp.,1,1
474-66,Centric diatom 20-30 µm,Centric diatom,(null),(null),1,1
474-66,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
474-66,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,1,1
474-66,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,7,1
474-66,Corethron spp.,Centric diatom,Corethron,spp.,2,1
474-66,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
474-66,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,11,1
474-66,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,7,1
474-66,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,1,1
474-66,Phaeocystis cf. spp. (colony <50 um),Flagellate,cf. Phaeocystis,spp.,3,1
474-66,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,13,1
474-66,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
474-66,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13,1
474-66,Unid round green object,Other,(null),(null),1,1
474-67,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,1,1
474-67,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,1,1
474-67,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,1,1
474-67,Corethron spp.,Centric diatom,Corethron,spp.,1,1
474-67,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,8,1
474-67,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,4,1
474-67,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,1,1
474-67,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,2,1
474-67,Phaeocystis cf. spp. (colony <50 um),Flagellate,cf. Phaeocystis,spp.,1,1
474-67,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,8,1
474-67,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
474-67,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10,1
474-68,Asteromphalus hyalinus,Centric diatom,Asteromphalus,hyalinus,3,1
474-68,Centric diatom 20-30 µm,Centric diatom,(null),(null),1,1
474-68,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,2,1
474-68,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,2,1
474-68,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,1,1
474-68,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,4,1
474-68,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,1,1
474-68,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,2,1
474-68,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10,1
474-68,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,3,1
474-68,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,1
474-68,Proboscia alata,Centric diatom,Proboscia,alata,1,1
474-68,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,13,1
474-68,Rhizosolenia antennata f. semispina,Centric diatom,Rhizosolenia,antennata f. semispina,2,1
474-68,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
474-68,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13,1
474-69,Asteromphalus spp.,Centric diatom,Asteromphalus,spp.,1,1
474-69,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,4,1
474-69,Corethron spp.,Centric diatom,Corethron,spp.,1,1
474-69,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,2,1
474-69,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,2,1
474-69,Eucampia antarctica,Centric diatom,Eucampia,antarctica,1,1
474-69,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,9,1
474-69,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,7,1
474-69,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,1,1
474-69,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,13,1
474-69,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
474-69,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,11,1
474-70,Asteromphalus hyalinus,Centric diatom,Asteromphalus,hyalinus,1,1
474-70,Centric diatom 20-30 µm,Centric diatom,(null),(null),2,1
474-70,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,2,1
474-70,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,4,1
474-70,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
474-70,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,1,1
474-70,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,12,1
474-70,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,7,1
474-70,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,1,1
474-70,Haslea trompii,Pennate diatom,Haslea,trompii,1,1
474-70,Phaeocystis cf. spp. (colony <50 um),Flagellate,cf. Phaeocystis,spp.,1,1
474-70,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,17,1
474-70,Rhizosolenia antennata f. semispina,Centric diatom,Rhizosolenia,antennata f. semispina,1,1
474-70,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13,1
474-70,Unid round green object,Other,(null),(null),1,1
474-71,Centric diatom 10-20 µm,Centric diatom,(null),(null),2,1
474-71,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,2,1
474-71,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,5,1
474-71,Corethron spp.,Centric diatom,Corethron,spp.,1,1
474-71,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
474-71,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,2,1
474-71,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,13,1
474-71,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,11,1
474-71,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,13,1
474-71,Rhizosolenia antennata f. semispina,Centric diatom,Rhizosolenia,antennata f. semispina,1,1
474-71,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,2,1
474-71,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,17,1
474-71,Unid round green object,Other,(null),(null),2,1
474-72,Centric diatom,Centric diatom,(null),(null),2,1
474-72,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
474-72,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,5,1
474-72,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10,1
474-72,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,7,1
474-72,Phaeocystis cf. spp. (colony <50 um),Flagellate,cf. Phaeocystis,spp.,2,1
474-72,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,10,1
474-72,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,4,1
474-72,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,11,1
474-72,Unid round green object,Other,(null),(null),1,1
474-73,Centric diatom 10-20 µm,Centric diatom,(null),(null),1,1
474-73,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,2,1
474-73,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,1,1
474-73,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,6,1
474-73,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,2,1
474-73,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,1,1
474-73,Eucampia antarctica,Centric diatom,Eucampia,antarctica,1,1
474-73,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,9,1
474-73,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,9,1
474-73,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,1,1
474-73,Nitzschia longissima,Pennate diatom,Nitzschia,longissima,2,1
474-73,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,15,1
474-73,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,12,1
474-74,Asteromphalus spp.,Centric diatom,Asteromphalus,spp.,2,1
474-74,Centric diatom 20-30 µm,Centric diatom,(null),(null),1,1
474-74,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
474-74,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,1,1
474-74,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,1,1
474-74,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,6,1
474-74,Corethron spp.,Centric diatom,Corethron,spp.,3,1
474-74,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
474-74,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,1,1
474-74,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10,1
474-74,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,6,1
474-74,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,3,1
474-74,Phaeocystis cf. spp. (colony <50 um),Flagellate,cf. Phaeocystis,spp.,2,1
474-74,Pinnularia spp.,Pennate diatom,Pinnularia,spp.,1,1
474-74,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,14,1
474-74,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
474-74,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,11,1
474-75,Asteromphalus spp.,Centric diatom,Asteromphalus,spp.,1,1
474-75,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,2,1
474-75,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,2,1
474-75,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3,1
474-75,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,5,1
474-75,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,5,1
474-75,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,1,1
474-75,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,20,1
474-75,Rhizosolenia antennata f. semispina,Centric diatom,Rhizosolenia,antennata f. semispina,1,1
474-75,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,5,1
474-75,Unid round green object,Other,(null),(null),1,1
474-76,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,1,1
474-76,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,2,1
474-76,Codonellopsis gausii,Ciliate,Codonellopsis,gausii,1,1
474-76,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
474-76,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,9,1
474-76,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,7,1
