SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,TAXON_PER_M3
118,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,39.2924
18,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,36.2699
10,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,24.7542
310,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,7.7721
308,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,3.1387
375,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,3.4003
58,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,11.7877
393,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,0.3536
423,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,31.7547
427,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,7.7721
431,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,3.3949
440,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,55.0094
443,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,86.4433
378,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,28.2905
360,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,125.7358
434,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,78.5848
359,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,102.1603
398,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,8.8408
482,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,70.7264
491,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,55.0094
478,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,3.6457
463,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,39.2924
480,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,11.0019
497,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,11.1141
522,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,27.2024
539,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,47.1509
532,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,41.9119
166,Paracalanus spp. m,COPEPOD,Copepod,Paracalanus,spp.,40.8037
44,Paracalanus spp. m,COPEPOD,Copepod,Paracalanus,spp.,1.4735
197,Paracalanus spp. m,COPEPOD,Copepod,Paracalanus,spp.,0.3684
634,Paracalanus spp. m,COPEPOD,Copepod,Paracalanus,spp.,23.5755
862,Paracalanus spp. m,COPEPOD,Copepod,Paracalanus,spp.,15.717
1005,Paracalanus spp. m,COPEPOD,Copepod,Paracalanus,spp.,22.815
733,Pontellidae j,COPEPOD,Copepod,(null),(null),6.4297
745,Pontellidae j,COPEPOD,Copepod,(null),(null),27.2024
906,Pontellidae j,COPEPOD,Copepod,(null),(null),15.717
913,Pontellidae j,COPEPOD,Copepod,(null),(null),14.1453
1003,Pontellidae j,COPEPOD,Copepod,(null),(null),12.8593
26,Oithona Grp5 (orange furcae) f,COPEPOD,Copepod,Oithona,grp 5,43.2217
195,Euchaeta rimana f,COPEPOD,Copepod,Euchaeta,rimana,2.1432
191,Onychocorycaeus giesbrechti m,COPEPOD,Copepod,Onychocorycaeus,giesbrechti,0.0884
101,Onychocorycaeus giesbrechti m,COPEPOD,Copepod,Onychocorycaeus,giesbrechti,1.837
146,Onychocorycaeus giesbrechti m,COPEPOD,Copepod,Onychocorycaeus,giesbrechti,13.6012
687,Onychocorycaeus giesbrechti m,COPEPOD,Copepod,Onychocorycaeus,giesbrechti,6.8006
78,Ctenophore,NON-COPEPOD,Ctenophore,(null),(null),3.2148
514,Ctenophore,NON-COPEPOD,Ctenophore,(null),(null),1.4145
519,Ctenophore,NON-COPEPOD,Ctenophore,(null),(null),7.8585
470,Ctenophore,NON-COPEPOD,Ctenophore,(null),(null),6.8006
732,Ctenophore,NON-COPEPOD,Ctenophore,(null),(null),6.4297
621,Ctenophore,NON-COPEPOD,Ctenophore,(null),(null),6.8006
774,Ctenophore,NON-COPEPOD,Ctenophore,(null),(null),4.7151
786,Ctenophore,NON-COPEPOD,Ctenophore,(null),(null),15.717
23,Siphonophore diphyidae,NON-COPEPOD,Cnidarian,(null),(null),4.8004
125,Siphonophore diphyidae,NON-COPEPOD,Cnidarian,(null),(null),5.4405
133,Siphonophore diphyidae,NON-COPEPOD,Cnidarian,(null),(null),0.442
156,Siphonophore diphyidae,NON-COPEPOD,Cnidarian,(null),(null),2.2102
440,Siphonophore diphyidae,NON-COPEPOD,Cnidarian,(null),(null),7.8585
535,Siphonophore diphyidae,NON-COPEPOD,Cnidarian,(null),(null),0.7858
651,Siphonophore diphyidae,NON-COPEPOD,Cnidarian,(null),(null),1.5717
91,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,8.8408
129,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,7.8585
384,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,7.8585
486,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,1.0478
1064,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,4.7151
58,Copepod j,COPEPOD,Copepod,(null),(null),927.3012
65,Parvocalanus crassirostris i,COPEPOD,Copepod,Parvocalanus,crassirostris,0.9823
755,Hyperiella spp.,NON-COPEPOD,Amphipod,Hyperiella,spp.,1.5717
416,Radiozoa,NON-COPEPOD,Radiozoa,(null),(null),4.2864
484,Radiozoa,NON-COPEPOD,Radiozoa,(null),(null),22.5038
673,Radiozoa,NON-COPEPOD,Radiozoa,(null),(null),12.8593
786,Radiozoa,NON-COPEPOD,Radiozoa,(null),(null),15.717
836,Radiozoa,NON-COPEPOD,Radiozoa,(null),(null),3.6837
428,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),13.6012
501,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),6.4297
514,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),1.4145
540,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),6.4297
554,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),15.3753
547,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),3.5363
652,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),2.7202
741,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),12.8593
798,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),15.717
829,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),3.5363
840,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),22.102
872,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),7.0726
991,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),14.1453
1004,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),6.4297
1076,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),17.6816
750,Pelagobia longicirrata,NON-COPEPOD,Polychaete,Pelagobia,longicirrata,12.8593
675,Nyctiphanes australis,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,4.7151
676,Nyctiphanes australis,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,4.7151
770,Nyctiphanes australis,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,0.1813
1082,Nyctiphanes australis,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,9.4302
51,Eudoxoides spiralis,NON-COPEPOD,Cnidarian,Eudoxoides,spiralis,7.8585
681,Eudoxoides spiralis,NON-COPEPOD,Cnidarian,Eudoxoides,spiralis,6.4297
676,Eudoxoides spiralis,NON-COPEPOD,Cnidarian,Eudoxoides,spiralis,4.7151
770,Eudoxoides spiralis,NON-COPEPOD,Cnidarian,Eudoxoides,spiralis,0.1813
114,Oithona similis f,COPEPOD,Copepod,Oithona,similis,47.1509
311,Oithona similis f,COPEPOD,Copepod,Oithona,similis,0.6401
487,Oithona similis f,COPEPOD,Copepod,Oithona,similis,3.2148
556,Oithona similis f,COPEPOD,Copepod,Oithona,similis,47.1509
779,Oithona similis f,COPEPOD,Copepod,Oithona,similis,15.717
773,Oithona similis f,COPEPOD,Copepod,Oithona,similis,14.1453
763,Oithona similis f,COPEPOD,Copepod,Oithona,similis,7.0726
861,Oithona similis f,COPEPOD,Copepod,Oithona,similis,28.2905
879,Oithona similis f,COPEPOD,Copepod,Oithona,similis,14.1453
907,Oithona similis f,COPEPOD,Copepod,Oithona,similis,3.1434
910,Oithona similis f,COPEPOD,Copepod,Oithona,similis,91.9443
911,Oithona similis f,COPEPOD,Copepod,Oithona,similis,35.3632
982,Oithona similis f,COPEPOD,Copepod,Oithona,similis,4.7151
983,Oithona similis f,COPEPOD,Copepod,Oithona,similis,10.609
987,Oithona similis f,COPEPOD,Copepod,Oithona,similis,6.4297
1072,Oithona similis f,COPEPOD,Copepod,Oithona,similis,25.7187
1020,Oithona similis f,COPEPOD,Copepod,Oithona,similis,149.6135
357,Zonosagitta pulchra,NON-COPEPOD,Chaetognath,Zonosagitta,pulchra,11.3162
119,Lensia spp.,NON-COPEPOD,Cnidarian,Lensia,spp.,3.1434
386,Lensia spp.,NON-COPEPOD,Cnidarian,Lensia,spp.,14.1453
74,Lensia spp.,NON-COPEPOD,Cnidarian,Lensia,spp.,7.8585
140,Ditrichocorycaeus minimus f,COPEPOD,Copepod,Ditrichocorycaeus,minimus,7.8585
102,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,3.5363
11,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,2.8291
284,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,6.4297
34,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,5.3045
179,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,3.5363
108,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,1.6321
155,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,3.5363
200,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,9.6445
94,Oncaea media f,COPEPOD,Copepod,Oncaea,media,6.4297
147,Oncaea media f,COPEPOD,Copepod,Oncaea,media,2.0208
92,Oncaea media f,COPEPOD,Copepod,Oncaea,media,3.5363
8,Oncaea media f,COPEPOD,Copepod,Oncaea,media,0.4715
43,Oncaea media f,COPEPOD,Copepod,Oncaea,media,0.7858
310,Oncaea media f,COPEPOD,Copepod,Oncaea,media,3.8861
306,Oncaea media f,COPEPOD,Copepod,Oncaea,media,13.6012
433,Oncaea media f,COPEPOD,Copepod,Oncaea,media,0.1664
441,Oncaea media f,COPEPOD,Copepod,Oncaea,media,23.5755
403,Oncaea media f,COPEPOD,Copepod,Oncaea,media,13.6012
410,Oncaea media f,COPEPOD,Copepod,Oncaea,media,1.7682
411,Oncaea media f,COPEPOD,Copepod,Oncaea,media,26.5224
493,Oncaea media f,COPEPOD,Copepod,Oncaea,media,22.6324
499,Oncaea media f,COPEPOD,Copepod,Oncaea,media,5.3045
560,Oncaea media f,COPEPOD,Copepod,Oncaea,media,10.609
536,Oncaea media f,COPEPOD,Copepod,Oncaea,media,21.2179
651,Oncaea media f,COPEPOD,Copepod,Oncaea,media,9.4302
563,Oncaea media f,COPEPOD,Copepod,Oncaea,media,3.2148
685,Oncaea media f,COPEPOD,Copepod,Oncaea,media,2.2453
674,Oncaea media f,COPEPOD,Copepod,Oncaea,media,19.289
703,Oncaea media f,COPEPOD,Copepod,Oncaea,media,7.0726
704,Oncaea media f,COPEPOD,Copepod,Oncaea,media,11.7877
707,Oncaea media f,COPEPOD,Copepod,Oncaea,media,3.5363
756,Oncaea media f,COPEPOD,Copepod,Oncaea,media,14.1453
774,Oncaea media f,COPEPOD,Copepod,Oncaea,media,4.7151
779,Oncaea media f,COPEPOD,Copepod,Oncaea,media,15.717
770,Oncaea media f,COPEPOD,Copepod,Oncaea,media,0.3627
787,Oncaea media f,COPEPOD,Copepod,Oncaea,media,6.4297
796,Oncaea media f,COPEPOD,Copepod,Oncaea,media,7.0726
823,Oncaea media f,COPEPOD,Copepod,Oncaea,media,16.0742
831,Oncaea media f,COPEPOD,Copepod,Oncaea,media,14.1453
856,Oncaea media f,COPEPOD,Copepod,Oncaea,media,17.6816
860,Oncaea media f,COPEPOD,Copepod,Oncaea,media,70.7264
906,Oncaea media f,COPEPOD,Copepod,Oncaea,media,62.8679
878,Oncaea media f,COPEPOD,Copepod,Oncaea,media,26.5224
911,Oncaea media f,COPEPOD,Copepod,Oncaea,media,205.1064
903,Oncaea media f,COPEPOD,Copepod,Oncaea,media,21.2179
889,Oncaea media f,COPEPOD,Copepod,Oncaea,media,3.9292
1011,Oncaea media f,COPEPOD,Copepod,Oncaea,media,7.0726
999,Oncaea media f,COPEPOD,Copepod,Oncaea,media,9.4302
1066,Oncaea media f,COPEPOD,Copepod,Oncaea,media,2.8291
1024,Oncaea media f,COPEPOD,Copepod,Oncaea,media,7.0726
1053,Oncaea media f,COPEPOD,Copepod,Oncaea,media,4.7151
433,Oithona brevicornis f,COPEPOD,Copepod,Oithona,brevicornis,0.0832
763,Oithona brevicornis f,COPEPOD,Copepod,Oithona,brevicornis,7.0726
196,Plastic (NRS),NON BIOLOGICAL,Other,(null),(null),0.2572
198,Plastic (NRS),NON BIOLOGICAL,Other,(null),(null),1.1788
299,Plastic (NRS),NON BIOLOGICAL,Other,(null),(null),3.2148
283,Plastic (NRS),NON BIOLOGICAL,Other,(null),(null),0.8841
394,Plastic (NRS),NON BIOLOGICAL,Other,(null),(null),8.4198
392,Plastic (NRS),NON BIOLOGICAL,Other,(null),(null),2.9469
405,Plastic (NRS),NON BIOLOGICAL,Other,(null),(null),13.6012
416,Plastic (NRS),NON BIOLOGICAL,Other,(null),(null),10.7161
445,Plastic (NRS),NON BIOLOGICAL,Other,(null),(null),2.2102
371,Magelona spp.,NON-COPEPOD,Polychaete,Magelona,spp.,16.8396
621,Magelona spp.,NON-COPEPOD,Polychaete,Magelona,spp.,13.6012
29,Calocalanus tenuis f,COPEPOD,Copepod,Calocalanus,tenuis,0.5894
720,Calocalanus tenuis f,COPEPOD,Copepod,Calocalanus,tenuis,3.9292
27,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,15.717
383,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,39.2924
501,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,70.7264
629,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,4.5337
563,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,9.6445
780,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,28.2905
749,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,3.5363
816,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,25.7187
807,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,28.2905
854,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,18.6122
875,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,7.0726
1080,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,8.8408
1004,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,6.4297
56,Canthocalanus pauper CV,COPEPOD,Copepod,Canthocalanus,pauper,7.8585
298,Canthocalanus pauper CV,COPEPOD,Copepod,Canthocalanus,pauper,6.4297
521,Canthocalanus pauper CV,COPEPOD,Copepod,Canthocalanus,pauper,7.8585
855,Canthocalanus pauper CV,COPEPOD,Copepod,Canthocalanus,pauper,8.8408
678,Nannocalanus minor CV,COPEPOD,Copepod,Nannocalanus,minor,14.1453
698,Nannocalanus minor CV,COPEPOD,Copepod,Nannocalanus,minor,0.7858
749,Nannocalanus minor CV,COPEPOD,Copepod,Nannocalanus,minor,3.5363
813,Nannocalanus minor CV,COPEPOD,Copepod,Nannocalanus,minor,12.8593
817,Nannocalanus minor CV,COPEPOD,Copepod,Nannocalanus,minor,4.7151
25,Solmundella bitentaculata,NON-COPEPOD,Cnidarian,Solmundella,bitentaculata,3.5363
304,Solmundella bitentaculata,NON-COPEPOD,Cnidarian,Solmundella,bitentaculata,1.4145
396,Solmundella bitentaculata,NON-COPEPOD,Cnidarian,Solmundella,bitentaculata,3.6741
357,Solmundella bitentaculata,NON-COPEPOD,Cnidarian,Solmundella,bitentaculata,16.9743
470,Solmundella bitentaculata,NON-COPEPOD,Cnidarian,Solmundella,bitentaculata,13.6012
875,Solmundella bitentaculata,NON-COPEPOD,Cnidarian,Solmundella,bitentaculata,7.0726
754,Oculosetella gracilis,COPEPOD,Copepod,Oculosetella,gracilis,4.7151
897,Paracalanus indicus i,COPEPOD,Copepod,Paracalanus,indicus,4.7151
803,Calanoides macrocarinatus m,COPEPOD,Copepod,Calanoides,macrocarinatus,1.886
427,Corycaeus vitreus m,COPEPOD,Copepod,Corycaeus,vitreus,1.943
116,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,6.4297
62,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,1.7682
297,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,9.6445
439,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,3.9292
441,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,3.9292
429,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,14.1453
400,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,7.0726
409,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,1.9289
478,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,0.6076
632,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,3.2148
778,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,15.717
749,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,3.5363
805,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,20.4018
871,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,6.4297
201,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,2.8291
207,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,32.1483
300,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,6.4297
734,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,6.4297
813,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,19.289
814,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,6.4297
808,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,44.204
902,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,3.2148
974,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,2.5719
980,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,3.5363
14,Acrocalanus spp. j,COPEPOD,Copepod,Acrocalanus,spp.,2.7202
416,Acrocalanus spp. j,COPEPOD,Copepod,Acrocalanus,spp.,4.2864
450,Acrocalanus spp. j,COPEPOD,Copepod,Acrocalanus,spp.,6.4297
1004,Acrocalanus spp. j,COPEPOD,Copepod,Acrocalanus,spp.,6.4297
555,Branchiostoma spp.,NON-COPEPOD,Cephalochordate,Branchiostoma,spp.,8.8408
688,Branchiostoma spp.,NON-COPEPOD,Cephalochordate,Branchiostoma,spp.,13.6012
1020,Auricularia spp. larvae,NON-COPEPOD,Echinoderm,Auricularia,spp.,13.6012
7,Cumacea,NON-COPEPOD,Cumacean,(null),(null),0.442
981,Oithona plumifera j,COPEPOD,Copepod,Oithona,plumifera,3.5363
1062,Paracalanus denudatus f,COPEPOD,Copepod,Paracalanus,denudatus,20.8019
559,Caridea zoea,NON-COPEPOD,Decapod,(null),(null),15.717
626,Caridea zoea,NON-COPEPOD,Decapod,(null),(null),10.1038
763,Caridea zoea,NON-COPEPOD,Decapod,(null),(null),7.0726
801,Caridea zoea,NON-COPEPOD,Decapod,(null),(null),14.1453
797,Caridea zoea,NON-COPEPOD,Decapod,(null),(null),1.7682
814,Caridea zoea,NON-COPEPOD,Decapod,(null),(null),6.4297
819,Caridea zoea,NON-COPEPOD,Decapod,(null),(null),4.7151
904,Caridea zoea,NON-COPEPOD,Decapod,(null),(null),7.8585
781,Pilidium larvae,NON-COPEPOD,Nemertean,(null),(null),14.1453
829,Scolecithrix danae j,COPEPOD,Copepod,Scolecithrix,danae,3.5363
482,Paracalanus spp. i,COPEPOD,Copepod,Paracalanus,spp.,7.8585
459,Paracalanus spp. i,COPEPOD,Copepod,Paracalanus,spp.,7.8585
97,Ditrichocorycaeus minimus m,COPEPOD,Copepod,Ditrichocorycaeus,minimus,1.0104
371,Ditrichocorycaeus minimus m,COPEPOD,Copepod,Ditrichocorycaeus,minimus,33.6792
1006,Ditrichocorycaeus minimus m,COPEPOD,Copepod,Ditrichocorycaeus,minimus,47.1509
379,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,5.3045
530,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,14.1453
642,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,1.1788
884,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,3.9292
878,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,30.9428
889,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,15.717
834,Brachyuran megalopa,NON-COPEPOD,Decapod,(null),(null),0.7858
72,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),164.4799
21,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),1.4145
432,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),10.1038
437,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),155.598
448,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),0.2009
403,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),13.6012
459,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),7.8585
491,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),39.2924
483,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),3.2148
496,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),33.4343
546,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),14.1453
655,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),5.4405
729,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),10.609
737,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),2.3575
792,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),3.5363
877,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),15.717
984,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),30.7506
1088,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),265.2238
304,Codonellopsis orthoceras,NON-COPEPOD,Ciliophora,Codonellopsis,orthoceras,8.4872
530,Codonellopsis orthoceras,NON-COPEPOD,Ciliophora,Codonellopsis,orthoceras,3.5363
696,Codonellopsis orthoceras,NON-COPEPOD,Ciliophora,Codonellopsis,orthoceras,6.4297
767,Codonellopsis orthoceras,NON-COPEPOD,Ciliophora,Codonellopsis,orthoceras,6.4297
717,Calanidae j,COPEPOD,Copepod,(null),(null),154.1472
718,Calanidae j,COPEPOD,Copepod,(null),(null),625.6563
833,Calanidae j,COPEPOD,Copepod,(null),(null),858.8201
1001,Calanidae j,COPEPOD,Copepod,(null),(null),28.2905
118,Tintinnina ,NON-COPEPOD,Ciliophora,(null),(null),7.8585
385,Tintinnina ,NON-COPEPOD,Ciliophora,(null),(null),8.083
1002,Oithona decipiens f,COPEPOD,Copepod,Oithona,decipiens,25.7187
712,Mesocalanus spp. CV,COPEPOD,Copepod,Mesocalanus,spp.,1.5717
985,Paracalanus nanus f,COPEPOD,Copepod,Paracalanus,nanus,15.3753
1080,Paracalanus nanus f,COPEPOD,Copepod,Paracalanus,nanus,26.5224
767,Haloptilus longicornis f,COPEPOD,Copepod,Haloptilus,longicornis,6.4297
1002,Haloptilus longicornis f,COPEPOD,Copepod,Haloptilus,longicornis,6.4297
732,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,147.8824
564,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,12.8593
728,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,53.0448
703,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,38.8995
809,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,63.6537
112,Oithona fallax f,COPEPOD,Copepod,Oithona,fallax,70.7264
528,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,5.239
734,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,32.1483
732,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,12.8593
546,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,10.609
618,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,3.2148
642,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,3.5363
696,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,38.578
772,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,14.1453
821,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,15.717
799,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,15.717
809,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,21.2179
870,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,12.8593
908,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,32.1483
974,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,7.7156
886,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,3.8438
1069,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,3.0311
987,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,32.1483
433,Oncaea zernovi complex m,COPEPOD,Copepod,Oncaea,zernovi complex,1.7474
516,Oncaea zernovi complex m,COPEPOD,Copepod,Oncaea,zernovi complex,45.9721
517,Oncaea zernovi complex m,COPEPOD,Copepod,Oncaea,zernovi complex,11.7877
537,Oncaea zernovi complex m,COPEPOD,Copepod,Oncaea,zernovi complex,9.6445
647,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,14.434
666,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,17.6816
809,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,7.0726
847,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,35.3632
901,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,6.4297
1013,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,3.5363
998,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,3.5363
1077,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,8.8408
436,Acartia (Acanthacartia) fossae m,COPEPOD,Copepod,Acartia (Acanthacartia),fossae,35.3632
387,Acartia (Acanthacartia) fossae m,COPEPOD,Copepod,Acartia (Acanthacartia),fossae,23.5755
512,Acartia (Acanthacartia) fossae m,COPEPOD,Copepod,Acartia (Acanthacartia),fossae,3.5363
