NRS_CODE,SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,TAXON_COUNT
PHB20170205,749,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,4
PHB20170205,749,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,2
PHB20170321,762,Acrocalanus gracilis m,COPEPOD,Copepod,Acrocalanus,gracilis,1
PHB20170321,762,Oithona nana f,COPEPOD,Copepod,Oithona,nana,2
PHB20170321,762,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,4
PHB20170321,762,Triconia umerus f,COPEPOD,Copepod,Triconia,umerus,1
PHB20170321,762,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,2
PHB20170205,749,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,3
PHB20170205,749,Pseudevadne tergestina f,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,1
PHB20170321,762,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),5
PHB20170321,762,Penilia avirostris f gravid,NON-COPEPOD,Cladoceran,Penilia,avirostris,20
ROT20170120,757,Acartia (Acanthacartia) tonsa f,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,1
ROT20170120,757,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,2
ROT20170120,757,Nauplii calanoid,COPEPOD,Copepod,(null),(null),33
ROT20170120,757,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,15
ROT20170120,757,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,2
ROT20170120,757,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,7
MAI20170412,755,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,1
MAI20170412,755,Fish j,NON-COPEPOD,Fish,(null),(null),1
ROT20170120,757,Isopod j,NON-COPEPOD,Isopod,(null),(null),1
ROT20170120,757,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),16
NSI20170829,785,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,2
NSI20170829,785,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,1
NSI20170829,785,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,2
NSI20170829,785,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2
NSI20170829,785,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,5
NSI20170829,785,Nauplii zooplankton,NON-COPEPOD,Other,(null),(null),1
NSI20170829,785,Rhabdonella spiralis,NON-COPEPOD,Ciliophora,Rhabdonella,spiralis,9
NSI20170829,785,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),2
DAR20170516,768,Eucalanidae j,COPEPOD,Copepod,(null),(null),1
DAR20170516,768,Labidocera minuta m,COPEPOD,Copepod,Labidocera,minuta,1
DAR20170516,768,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,3
DAR20170516,768,Anthomedusae,NON-COPEPOD,Cnidarian,(null),(null),1
DAR20170516,768,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,2
DAR20170516,768,Tintinnopsis spp.,NON-COPEPOD,Ciliophora,Tintinnopsis,spp.,7
PHB20170517,772,Calanopia spp. j,COPEPOD,Copepod,Calanopia,spp.,5
PHB20170517,772,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),2
PHB20170517,772,Ostracod,NON-COPEPOD,Ostracod,(null),(null),2
ROT20170331,786,Microsetella rosea m,COPEPOD,Copepod,Microsetella,rosea,2
ROT20170331,786,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,1
ROT20170331,786,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,1
ROT20170331,786,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,1
ROT20170331,786,Corycaeus speciosus f,COPEPOD,Copepod,Corycaeus,speciosus,1
ROT20170331,786,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,4
ROT20170331,786,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,1
ROT20170331,786,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,1
ROT20170331,786,Triconia spp. m,COPEPOD,Copepod,Triconia,spp.,1
ROT20170331,786,Caridea megalopa larvae,NON-COPEPOD,Decapod,(null),(null),1
KAI20170315,753,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,1
KAI20170315,753,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,14
KAI20170315,753,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,3
KAI20170315,753,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),1
ROT20170331,786,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),18
NSI20170717,771,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,3
NSI20170717,771,Farranula rostrata f,COPEPOD,Copepod,Farranula,rostrata,2
NSI20170717,771,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,2
NSI20170717,771,Oncaea media f,COPEPOD,Copepod,Oncaea,media,6
NSI20170717,771,Oncaea spp. m >0.7mm,COPEPOD,Copepod,Oncaea,spp.,1
NSI20170717,771,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,3
NSI20170717,771,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,3
NSI20170717,771,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,2
NSI20170717,771,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,26
NSI20170717,771,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,1
NSI20170717,771,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,1
NSI20170717,771,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,1
NSI20170717,771,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),2
NSI20170717,771,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),18
NSI20170717,771,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1
ROT20170428,776,Ditrichocorycaeus asiaticus f,COPEPOD,Copepod,Ditrichocorycaeus,asiaticus,2
ROT20170428,776,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,2
ROT20170428,776,Oithona similis f,COPEPOD,Copepod,Oithona,similis,2
ROT20170428,776,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,2
ROT20170428,776,Harpacticoid j,COPEPOD,Copepod,(null),(null),1
NSI20171023,795,Calanoid j,COPEPOD,Copepod,(null),(null),177
NSI20171023,795,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,5
NSI20171023,795,Corycaeidae j,COPEPOD,Copepod,(null),(null),2
NSI20171023,795,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,2
NSI20171023,795,Pleuromamma gracilis f,COPEPOD,Copepod,Pleuromamma,gracilis,1
NSI20171023,795,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),42
ROT20170428,776,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,1
ROT20170428,776,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,1
ROT20170428,776,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),23
ROT20170428,776,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),1
ROT20170428,776,Xystonellopsis heros,NON-COPEPOD,Ciliophora,Xystonellopsis,heros,1
MAI20170601,764,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,21
PHB20170821,807,Haloptilus spp. j,COPEPOD,Copepod,Haloptilus,spp.,1
PHB20170821,807,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,1
PHB20170821,807,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,4
PHB20170821,807,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,5
ROT20170802,779,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,1
ROT20170802,779,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,1
ROT20170802,779,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,12
ROT20170802,779,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,5
ROT20170802,779,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),15
ROT20170802,779,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,2
ROT20170802,779,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,5
ROT20170802,779,Medusa,NON-COPEPOD,Cnidarian,(null),(null),2
ROT20170802,779,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1
ROT20170802,779,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),5
PHB20170821,807,Physonectae,NON-COPEPOD,Cnidarian,(null),(null),1
KAI20171129,809,Nauplii calanoid,COPEPOD,Copepod,(null),(null),40
KAI20171129,809,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,30
KAI20171129,809,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,13
KAI20171129,809,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,6
KAI20171129,809,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,1
MAI20171015,794,Centropages bradyi j,COPEPOD,Copepod,Centropages,bradyi,1
MAI20171015,794,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,2
MAI20171015,794,Thysanoessa gregaria adult,NON-COPEPOD,Euphausiid,Thysanoessa,gregaria,1
KAI20171129,809,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),14
NSI20180123,816,Microsetella rosea m,COPEPOD,Copepod,Microsetella,rosea,7
NSI20180123,816,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,6
NSI20180123,816,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,1
NSI20180123,816,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,1
NSI20180123,816,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,3
NSI20180123,816,Undinula vulgaris CV,COPEPOD,Copepod,Undinula,vulgaris,2
NSI20180123,816,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,4
NSI20180123,816,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),10
NSI20180123,816,Spionidae,NON-COPEPOD,Polychaete,(null),(null),1
MAI20170801,770,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,6
MAI20170801,770,Calanoid j,COPEPOD,Copepod,(null),(null),45
MAI20170801,770,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,5
MAI20170801,770,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,1
MAI20170801,770,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,9
MAI20170801,770,Calanus australis f,COPEPOD,Copepod,Calanus,australis,1
MAI20170801,770,Farranula rostrata f,COPEPOD,Copepod,Farranula,rostrata,1
YON20161207,744,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,1
MAI20170801,770,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),15
ROT20170523,777,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,6
ROT20170523,777,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,5
ROT20170523,777,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,3
ROT20170523,777,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,1
ROT20170626,778,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,1
DAR20170715_0630,791,Bestiolina similis m,COPEPOD,Copepod,Bestiolina,similis,1
DAR20170715_0630,791,Calanoid j,COPEPOD,Copepod,(null),(null),31
DAR20170715_0630,791,Corycaeidae j,COPEPOD,Copepod,(null),(null),8
DAR20170715_0630,791,Ditrichocorycaeus andrewsi f,COPEPOD,Copepod,Ditrichocorycaeus,andrewsi,2
DAR20170715_0630,791,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,2
DAR20170715_0630,791,Nauplii calanoid,COPEPOD,Copepod,(null),(null),17
DAR20170715_0630,791,Bivalve,NON-COPEPOD,Mollusc,(null),(null),75
DAR20170715_0630,791,Fish j,NON-COPEPOD,Fish,(null),(null),2
DAR20170715_0630,791,Ostracod,NON-COPEPOD,Ostracod,(null),(null),12
DAR20170715_0630,791,Rotalia spp.,NON-COPEPOD,Foraminifera,Rotalia,spp.,22
ROT20170626,778,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,1
ROT20170626,778,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,25
ROT20170626,778,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,1
ROT20170626,778,Oncaea media f,COPEPOD,Copepod,Oncaea,media,1
ROT20170626,778,Oncaea scottodicarloi f,COPEPOD,Copepod,Oncaea,scottodicarloi,2
ROT20170523,777,Temora spp. j,COPEPOD,Copepod,Temora,spp.,4
ROT20170523,777,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,1
ROT20170523,777,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),3
ROT20170523,777,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,7
YON20170528,782,Nauplii calanoid,COPEPOD,Copepod,(null),(null),18
YON20170528,782,Oithona similis f,COPEPOD,Copepod,Oithona,similis,2
YON20170528,782,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,62
YON20170528,782,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),8
NSI20171116,802,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,1
NSI20171116,802,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,1
ROT20170626,778,Temora spp. j,COPEPOD,Copepod,Temora,spp.,11
ROT20170626,778,Radiozoa,NON-COPEPOD,Radiozoa,(null),(null),6
NSI20171116,802,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,2
NSI20171116,802,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,2
NSI20171116,802,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),4
NSI20171116,802,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,10
PHB20170821,807,Clausocalanus mastigophorus f,COPEPOD,Copepod,Clausocalanus,mastigophorus,1
MAI20180315,835,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,2
MAI20180301,817,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,6
MAI20180301,817,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,10
MAI20180301,817,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),18
MAI20171217,834,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,1
MAI20171217,834,Calanus australis f,COPEPOD,Copepod,Calanus,australis,11
MAI20171217,834,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,9
MAI20171217,834,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,2
MAI20171217,834,Plastic red strand,NON BIOLOGICAL,Other,(null),(null),2
MAI20171217,834,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),7
MAI20171217,834,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,1
MAI20180301,817,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,16
MAI20180301,817,Axiidea zoea,NON-COPEPOD,Decapod,(null),(null),2
MAI20180315,835,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,1
YON20171130,805,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,4
YON20171130,805,Oithona similis f,COPEPOD,Copepod,Oithona,similis,2
ROT20171123,828,Acartia (Acanthacartia) tonsa f,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,10
MAI20180301,817,Clytia spp.,NON-COPEPOD,Cnidarian,Clytia,spp.,5
MAI20180301,817,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,11
MAI20180301,817,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),15
ROT20171123,828,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,1
ROT20171123,828,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,4
ROT20171123,828,Amphipod,NON-COPEPOD,Amphipod,(null),(null),1
ROT20171123,828,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,98
MAI20180315,835,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,8
MAI20180315,835,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,2
MAI20180315,835,Temora spp. j,COPEPOD,Copepod,Temora,spp.,2
MAI20180315,835,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),3
MAI20180315,835,Bivalve,NON-COPEPOD,Mollusc,(null),(null),66
MAI20180315,835,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),8
MAI20180315,835,Euphausiid furcilia larvae,NON-COPEPOD,Euphausiid,(null),(null),1
MAI20180315,835,Evadne nordmanni f,NON-COPEPOD,Cladoceran,Evadne,nordmanni,7
MAI20180315,835,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,7
MAI20180315,835,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),6
PHB20171211,822,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,1
PHB20171211,822,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,3
PHB20171211,822,Oncaeidae f,COPEPOD,Copepod,(null),(null),2
PHB20171211,822,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,2
PHB20171211,822,Paroithona spp. f,COPEPOD,Copepod,Paroithona,spp.,5
PHB20171211,822,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,4
PHB20171211,822,Penilia avirostris f gravid,NON-COPEPOD,Cladoceran,Penilia,avirostris,8
NSI20170927,787,Ctenocalanus vanus,COPEPOD,Copepod,Ctenocalanus,vanus,1
NSI20170927,787,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,4
NSI20170927,787,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,1
YON20171025,812,Oithona nana f,COPEPOD,Copepod,Oithona,nana,14
NSI20161019,727,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,1
NSI20161019,727,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,2
NSI20161019,727,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,1
NSI20161019,727,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,1
NSI20161019,727,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,1
NSI20161019,727,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),4
NSI20161019,727,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,2
NSI20161019,727,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,23
NSI20161019,727,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,2
NSI20161019,727,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,6
NSI20161019,727,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),1
KAI20170908,792,Centropages australiensis m,COPEPOD,Copepod,Centropages,australiensis,1
KAI20170908,792,Ditrichocorycaeus spp. m,COPEPOD,Copepod,Ditrichocorycaeus,spp.,2
KAI20170908,792,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,18
KAI20170908,792,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,2
KAI20170908,792,Oncaea media f,COPEPOD,Copepod,Oncaea,media,1
KAI20170908,792,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,23
KAI20170908,792,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,1
KAI20170908,792,Plastic red strand,NON BIOLOGICAL,Other,(null),(null),1
KAI20170908,792,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),46
KAI20170908,792,Podon intermedius,NON-COPEPOD,Cladoceran,Podon,intermedius,3
KAI20170908,792,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),1
DAR20170203_0630,761,Ditrichocorycaeus andrewsi m,COPEPOD,Copepod,Ditrichocorycaeus,andrewsi,7
DAR20170203_0630,761,Ditrichocorycaeus spp.,COPEPOD,Copepod,Ditrichocorycaeus,spp.,1
DAR20170203_0630,761,Eucalanidae j,COPEPOD,Copepod,(null),(null),2
DAR20170203_0630,761,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,3
DAR20170203_0630,761,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,6
DAR20170203_0630,761,Plastic red strand,NON BIOLOGICAL,Other,(null),(null),1
DAR20170203_0630,761,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),38
PHB20170716,774,Calanoid j,COPEPOD,Copepod,(null),(null),70
PHB20170716,774,Corycaeidae j,COPEPOD,Copepod,(null),(null),5
PHB20170716,774,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,3
PHB20170716,774,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,3
PHB20170716,774,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,2
PHB20170716,774,Temora spp. j,COPEPOD,Copepod,Temora,spp.,2
DAR20170203_0630,761,Leptothecata,NON-COPEPOD,Cnidarian,(null),(null),1
DAR20170203_0630,761,Lucifer spp.,NON-COPEPOD,Decapod,Lucifer,spp.,1
DAR20170203_0630,761,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),13
PHB20170716,774,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,1
PHB20170716,774,Euconchoecia spp.,NON-COPEPOD,Ostracod,Euconchoecia,spp.,1
DAR20161107,751,Eucalanidae j,COPEPOD,Copepod,(null),(null),1
DAR20161107,751,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,63
DAR20161107,751,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,4
DAR20161107,751,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,3
DAR20161107,751,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),1
DAR20161107,751,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),3
DAR20161107,751,Lucifer spp.,NON-COPEPOD,Decapod,Lucifer,spp.,1
DAR20161107,751,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,1
DAR20161107,751,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1
PHB20170921,796,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,2
PHB20170921,796,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,2
YON20171130,805,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,11
YON20171130,805,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,1
YON20171130,805,Paracalanus spp. i,COPEPOD,Copepod,Paracalanus,spp.,1
NSI20170927,787,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,5
NSI20170927,787,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,8
NSI20170627,767,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,2
NSI20170627,767,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,2
NSI20170627,767,Oithona nana f,COPEPOD,Copepod,Oithona,nana,3
PHB20170921,796,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),6
PHB20170921,796,Oithona spp. f,COPEPOD,Copepod,Oithona,spp.,1
PHB20171024,797,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,15
PHB20171024,797,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,1
PHB20171024,797,Nauplii calanoid,COPEPOD,Copepod,(null),(null),11
PHB20171024,797,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,2
PHB20171024,797,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),1
PHB20170921,796,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,2
PHB20170921,796,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,2
PHB20170921,796,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,1
PHB20170921,796,Favella spp.,NON-COPEPOD,Ciliophora,Favella,spp.,1
PHB20170921,796,Pilidium larvae,NON-COPEPOD,Nemertean,(null),(null),1
PHB20170921,796,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,1
ROT20161114,738,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,6
ROT20161114,738,Oithona similis f,COPEPOD,Copepod,Oithona,similis,2
YON20161108,743,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,1
YON20161108,743,Ditrichocorycaeus erythraeus f,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,1
YON20161108,743,Macrosetella gracilis m,COPEPOD,Copepod,Macrosetella,gracilis,1
YON20161108,743,Oithona nana f,COPEPOD,Copepod,Oithona,nana,3
NSI20171023,795,Triconia conifera complex f,COPEPOD,Copepod,Triconia,conifera complex,3
ROT20171103,799,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,6
ROT20171103,799,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,2
YON20170426,781,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),6
ROT20161114,738,Tortanus (Tortanus) gracilis m,COPEPOD,Copepod,Tortanus (Tortanus),gracilis,1
ROT20161114,738,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),9
ROT20161114,738,Isopod j,NON-COPEPOD,Isopod,(null),(null),1
ROT20161114,738,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,4
ROT20161114,738,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),53
ROT20161114,738,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),5
ROT20171103,799,Brachiolaria larvae,NON-COPEPOD,Echinoderm,(null),(null),1
YON20170705,783,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,1
YON20170705,783,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,6
YON20170705,783,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),38
YON20170705,783,Euconchoecia aculeata,NON-COPEPOD,Ostracod,Euconchoecia,aculeata,1
YON20170705,783,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),3
YON20170816,800,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,1
YON20170816,800,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,1
YON20170816,800,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,1
YON20170816,800,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,1
YON20170816,800,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,1
YON20170816,800,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),2
ROT20170914,798,Acartia (Acanthacartia) fossae m,COPEPOD,Copepod,Acartia (Acanthacartia),fossae,1
