SPCODE,TAXONNAME,BV_CELL,MONT2001PGN_CELL,PGC_CELL,TROPHY
109613,Dinophysis circumsuta,7330.38,225.62,1112.63,NA
109614,Dinophysis contracta,5772.67,184.2,914.92,NA
109631,Dinophysis irregularis,7330.38,225.62,1112.63,NA
109644,Dinophysis parvula,7330.38,225.62,1112.63,NA
109692,Ornithocercus heteroporus,4090.61,137.5,690.03,NA
109693,Ornithocercus cf. magnificus,7068.58,218.76,1079.98,NA
109697,Ornithocercus cf. thumii,32724.9,803.55,3788.78,NA
109714,Alexandrium cf. australiense,13934.62,389.24,1882.9,NA
109718,Amphidinium acutissimum,461.81,21.58,115.61,NA
109767,Cochlodinium helix,23090.69,597.64,2847.53,NA
109901,Polykrikos schwartzii cysts,,,,NA
109904,Pronoctiluca spinifera,1047.2,43.24,226.06,NA
109985,Ceratocorys gourretii,131946.78,2624.83,11869.17,NA
110010,Gonyaulax apiculata,312.22,15.48,83.9,NA
110019,Gonyaulax fragilis,312.22,15.48,83.9,NA
110020,Gonyaulax fusiformis,,,,NA
110045,Gonyaulax verior,25132.72,642.22,3052.18,NA
110077,Corythodinium tesselatum,16755.15,455.18,2189.73,NA
110084,Oxytoxum compressum,50265.44,1156.8,5384.6,NA
110093,Oxytoxum diploconus,3534.29,121.45,612.17,NA
110105,Oxytoxum mitra,3534.29,121.45,612.17,NA
110164,Peridiniopsis polonicum,4188.79,140.29,703.56,NA
110198,Peridinium willei,9676.1,285.59,1396.7,NA
110200,Podolampas curvatus,5759.58,183.85,913.22,NA
110211,Protoperidinium brochii,77207.72,1665.35,7652.58,NA
112200,Globotoralia spp.,4188.79,,,NA
115084,Syracosphaera spp.,523.6,,,NA
115090,Chrysochromulina cf. spp.,193.27,,,NA
118028,Telonema spp.,182.51,,,NA
118076,Telonema subtilis,,,,NA
120533,Amoeba spp.,,,,NA
120564,Hyalodiscus spp.,,,,NA
134531,Mamiella spp.,,,,NA
136779,Paulinella spp.,,,,NA
137284,Chrysosphaerella spp.,,,,NA
137288,Thaumatomastix spp.,113.1,,,NA
144193,Stichococcus spp.,,,,NA
146203,Unid dinoflagellate < 10 µm,301.59,15.03,81.56,NA
146222,Flagellate,65.45,,,NA
146222,Flagellates incertae,65.45,,,NA
146537,Cyanophyta,523.6,8,0.2,NA
848569,Dictyocha messanensis f. spinosa,4090.61,85.19,244.65,NA
1311310,Tripos arietinus f. gracilentus,64926.19,1437.56,6640.27,NA
1455969,Tripos petersenii,64926.19,1437.56,6640.27,NA
601889,Operculodinium spp.,,,,NA
602417,Druridgia spp.,2120.57,31.72,143.6,NA
609459,Anabaenopsis tanganyikae,,,,NA
610461,Fallacia oculiformis,,,,NA
618957,Hayaster perplexus,,,,NA
619047,Syracosphaera lamina,523.6,,,NA
619112,Helicosphaera wallichii,2356.19,,,NA
619966,Paraphysomonas bandaiensis,33.51,,,NA
620288,Corythodinium elegans,16755.15,455.18,2189.73,NA
622321,Palmerina ostenfeldii,,,,NA
623357,Delicata delicatula,,,,NA
623769,Operculodinium israelianum,,,,NA
623946,Navicymbula pusilla,,,,NA
626130,Stictodiscus argus,,,,NA
628900,Phalacroma alata,30237.8,751.4,3551.27,NA
633322,Batiacasphaera compta,,,,NA
649329,Peridinium raphanum,9676.1,285.59,1396.7,NA
649543,Coscinodiscus reniformis,678583.44,3807.09,15446.24,NA
655837,Phalacroma whiteleggei,30237.8,751.4,3551.27,NA
657172,Fallacia carpentariae,,,,NA
674764,Tripos massiliensis var. protuberans,64926.19,1437.56,6640.27,NA
698299,Diplopsalis lenticula f. minor,26521.83,672.24,3189.66,NA
708038,Thalassiosira spinosa,7068.58,86.16,381.24,NA
708050,Mastogloia gracilis,10602.87,120.63,529.68,NA
723504,Cyttarocylis ampulla,,,,NA
836491,Levanderina spp.,,,,NA
837445,Tripos balticus,64926.19,1437.56,6640.27,NA
839164,Ceratoperidinium falcatum,,,,MP
841182,Tripos arietinus,65089.82,1440.64,6653.97,MP
841189,Tripos brevis,64926.19,1437.56,6640.27,NA
841191,Tripos buceros,64926.19,1437.56,6640.27,NA
841199,Tripos compressus,60000,1344.41,6224.71,NA
841250,Tripos hundhausenii,,,,NA
841251,Tripos incisus,64926.19,1437.56,6640.27,NA
841261,Tripos massiliensis,64926.19,1437.56,6640.27,NA
,Stellate body,,,,NA
,Ciliate 100-150 µm naked,,,,NA
,Unid nanoflagellate 5 µm,,,,NA
,Dictyocysta cf. californiensis,,,,NA
,Paint,,,,NA
,Pinus pollen,,,,NA
,Protoperidinium cf. tenuissimum,,,,NA
109713,Alexandrium pseudogonyaulax,40092.09,954.73,4474.23,MP
109459,Amphisolenia spp.,39269.88,938.08,4398.94,MP
160612,Archaeperidinium minutum,9676.1,285.59,1396.7,PZ
109773,Cochlodinium pupa,18849.54,503.05,2411.49,PP
109604,Dinophysis acuta,59100.15,1327.27,6148.15,MP
109616,Dinophysis dens,13792.84,385.88,1867.2,MP
109662,Dinophysis tripos,40644.32,965.88,4524.64,MP
109856,Gyrodinium fusiforme,29697.84,739.99,3499.25,PZ
232491,Phalacroma mitra,17671.44,476.23,2287.33,MP
109903,Pronoctiluca pelagica,2199.11,81.18,415.06,PZ
110301,Prorocentrum lima,2932.15,103.64,525.34,MP
110219,Protoperidinium divergens,42856.31,1010.33,4725.35,PZ
110220,Protoperidinium excentricum,84533.9,1798.59,8242.37,PZ
110259,Protoperidinium subinerme,31258.89,772.88,3649.19,PZ
232259,Pyrocystis hamulus,37699.08,906.12,4254.3,PP
427531,Amphorella quadrilineata,116122.59,2611.79,12542.37,PZ
246591,Chrysochromulina leadbeateri,4.71,,,MP
178600,Coccolithus pelagicus,4188.79,,,PP
235955,Gephyrocapsa oceanica,523.6,,,PP
134546,Halosphaera viridis,,,,PP
118075,Telonema subtile,50.85,,,PZ
149129,Chaetoceros compressus,3141.59,43.95,197.51,PP
148945,Actinocyclus normanii,28863.36,276.98,1193.26,PP
149139,Asterionellopsis glacialis,6422.59,79.57,352.73,PP
164108,Bacteriastrum delicatulum,5309.29,67.94,302.27,PP
149119,Bacteriastrum hyalinum,46740.97,413.25,1764.08,PP
149241,Chaetoceros affinis,6283.18,78.14,346.51,PP
149288,Chaetoceros atlanticus,1696.46,26.36,119.83,PP
149127,Chaetoceros similis,3298.67,45.77,205.48,PP
148911,Cyclotella striata,8042.47,95.9,423.31,PP
179786,Dactyliosolen blavyanus,38013.24,348.1,1491.83,PP
149310,Dactyliosolen fragilissimus,114189.61,867.35,3640.22,PP
248064,Dactyliosolen phuketensis,37699.08,345.71,1481.82,PP
149647,Detonula pumila,47712.9,420.37,1793.77,PP
624065,Halamphora coffeaeformis,,,,PP
157440,Helicotheca tamesis,60082.91,509.01,2162.52,PP
149044,Melosira nummuloides,2572.96,37.24,167.98,PP
573486,Minutocellus scriptus,58.9,1.62,7.85,PP
149587,Nitzschia bilobata,2429.38,35.51,160.34,PP
148979,Planktoniella sol,68722.28,569.05,2411.45,PP
149070,Rhizosolenia hebetata,99843.66,775.89,3264.69,PP
149653,Stellarima stellaris,4523.89,59.49,265.47,PP
148913,Thalassiosira angulata,7963.93,95.13,419.96,PP
156690,Thalassiosira baltica,45522.08,404.28,1726.68,PP
106316,Rhodomonas salina,113.1,,,PP
418288,Lyrella spectabilis,25132.72,246.92,1066.56,NA
418306,Mastogloia quinquecostata,10602.87,120.63,529.68,NA
418428,Campylodiscus crebrecostatus,32311.25,304.18,1307.61,NA
418481,Terpsinoë musica,30630.5,290.99,1252.17,NA
418488,Bacteriastrum minus,6157.52,76.84,340.88,NA
418646,Lioloma pacificum,9375,108.92,479.36,NA
427465,Dictyocysta nidulus,,,,NA
427547,Eutintinnus pacificus,41054.3,901.56,4724.62,NA
427561,Salpingella minutissima,,,,NA
427577,Proplectella acuta,88082.85,1968.58,9675.55,NA
428752,Paraphysomonas foraminifera,33.51,,,NA
430069,Arachnoidiscus ornatus,,,,NA
450709,Plagiodiscus spp.,,,,NA
450726,Palmerina spp.,1696458600,2517002.23,8801406.43,PP
465390,Chaetoceros dadayi,2208.93,32.81,148.43,NA
494057,Tripos spp.,60000,1344.41,6224.71,MP
495482,Pyramimonas mitra,32.72,,,NA
495802,Licmophora luxurians,12182.87,135.37,592.84,NA
503821,Streptotheca indica,,,,NA
531453,Pseudo-nitzschia inflatula,480,9.24,43.04,NA
548348,Navicula cyprinus,14962.5,160.55,700.36,NA
555903,Syracosphaera anthos,523.6,,,NA
573654,Thalassiosira simonsenii,7068.58,86.16,381.24,NA
573813,Chroomonas collegionis,128.07,,,NA
573972,Rhodomonas maculata,141.37,,,NA
574105,Chaetoceros cf. dichaetus,6371.14,79.04,350.44,NA
576713,Treubaria spp.,523.6,,,NA
577284,Peridinium africanum,9676.1,285.59,1396.7,NA
577804,Chodatella spp.,,,,NA
577848,Actinocyclus ingens,14137.16,153.17,668.86,NA
590558,Diacronema lutheri,65.45,,,NA
591214,Silicoflagellate 6 points,4090.61,85.19,244.65,PP
593808,Chaetoceros siamense,3534.29,48.47,217.3,NA
593837,Stephanopyxis orbicularis,229663.32,1549.06,6415.61,NA
146540,Microcoleus spp.,,,,NA
146551,Planktothrix spp.,,,,NA
148899,Centric diatom,1570.8,24.73,112.58,PP
148899,Pennate diatom 25 - 50 µm,450,8.76,40.85,PP
148899,Pennate diatom 75 - 100 µm,1050,17.7,81.2,PP
148905,Cyclotella / Cyclophora,8042.47,95.9,423.31,PP
148912,Thalassiosira spp. 20-40 µm,7068.58,86.16,381.24,PP
148917,Coscinodiscus spp.,678583.44,3807.09,15446.24,PP
148917,Coscinodiscus spp. 300-400 µm,5772671.63,22506.37,87673.66,PP
148917,Coscinodiscus spp. 400-500 µm,9542579.63,34157.44,131795.76,PP
148917,Coscinodiscus spp. 60-80 µm,230906.87,1556.02,6443.77,PP
148944,Actinocyclus spp.,14137.16,153.17,668.86,PP
148985,Chaetoceros spp. 50-60 µm,38877.18,354.66,1519.27,PP
149031,Navicula cf. 20-40 µm length,1312.5,21.3,97.31,PP
149031,Navicula cf. 300-350 µm length,162500,1162.44,4846.12,PP
149031,Navicula cf. 80-100 µm length,6300,78.31,347.26,PP
149077,Stauroneis spp.,,,,NA
149113,Guinardia striata (with Richelia),,,,NA
149118,Bacteriastrum spp.,6157.52,76.84,340.88,PP
149140,Amphiprora cf. spp.,4594.58,60.26,268.83,NA
149153,Pseudo-nitzschia delicatissima complex <=3 µm,200,4.47,21.16,NA
149176,Striatella spp.,55,1.53,7.43,PP
149180,Delphineis surirella,4535.67,59.62,266.03,NA
149217,Psammodictyon panduriforme,19845,202.96,880.62,NA
149236,Cerataulina large gametes,41547.53,374.76,1603.37,PP
149236,Cerataulina spp. ~150 µm length,144316.79,1053.41,4401.48,PP
149269,Coscinodiscus argus,678583.44,3807.09,15446.24,NA
292726,Lioloma cf. spp.,9375,108.92,479.36,PP
292728,Lioloma delicatulum,9500,110.12,484.54,NA
341381,Eucampia antarctica,19935.35,203.73,883.87,NA
341479,Chaetoceros cf. neglectus,981.75,16.74,76.9,NA
341479,Chaetoceros neglectus,981.75,16.74,76.9,PP
341486,Odontella litigiosa,53014.33,458.78,1953.78,NA
341495,Corethron inerme,209439.33,1434.96,5953.48,NA
341504,Rhizosolenia curvata,448142.9,2697.98,11032.94,NA
341505,Rhizosolenia rhombus,2660926.73,11834.23,46783.66,NA
341506,Rhizosolenia simplex,132732.18,982.73,4112.69,PP
341508,Thalassiosira ambigua,432.95,8.48,39.59,NA
341519,Thalassiosira partheneia,923.63,15.91,73.18,NA
341548,Navicula glaciei,14962.5,160.55,700.36,NA
341568,Nitzschia lecointei,480,9.24,43.04,NA
341588,Gephyrocapsa muellerae,65.45,,,NA
341599,Paraphysomonas antarctica,14.14,,,NA
341610,Pterosperma cf. polygonum,,,,NA
341672,Protorhabdonella simplex,130899.58,2952.27,14035.49,PZ
341762,Pteridomonas danica,65.45,,,NA
345838,Theoperidae,,,,NA
366281,Fragilariopsis cf. doliolus,1786.78,27.52,124.97,PP
369319,Actinomonas spp.,523.6,,,NA
369891,Merotrichia spp.,,,,NA
375694,Actinomonas mirabilis,523.6,,,NA
376361,Skeletonema cf. menzelii,410.5,8.12,37.91,NA
376361,Skeletonema menzelii,410.5,8.12,37.91,NA
376706,Parahistioneis gascoynensis,,,,NA
389465,Karlodinium australe,4188.79,140.29,703.56,NA
411765,Pseudo-nitzschia lineola,223.76,4.91,23.18,NA
415724,Ormosella spp.,8906.41,188.83,1125.11,PZ
416150,Xystonellopsis spp.,160351.99,3633.45,16981.95,NA
417152,Tintinnopsis mortensenii,13210.39,282.63,1629.15,NA
417220,Eutintinnus stramentus,18847.97,406.56,2274.55,NA
417263,Xystonellopsis cymatica,160351.99,3633.45,16981.95,PZ
418172,Oxytoxum belgicae,3534.29,121.45,612.17,NA
149283,Actinocyclus ehrenbergii,14137.16,153.17,668.86,NA
149309,Dactyliosolen spp.,49087.34,430.4,1835.56,PP
149314,Plagiogramma spp.,1479.98,23.53,107.27,NA
149318,Nitzschia delicatissima,117.03,2.86,13.7,NA
149339,Grammatophora oceanica,3146,44.01,197.73,PP
149344,Licmophora paradoxa,12182.87,135.37,592.84,NA
149387,Achnanthes cf. brevipes,32986.7,309.45,1329.74,NA
149399,Diploneis vacillans,27708.82,267.75,1154.4,NA
149518,Tropidoneis spp.,65187.99,544.66,2310.37,NA
149551,Cymbella aspera,1313603.5,6587.01,26391.68,NA
149567,Rhopalodia gibba var. ventricosa,31415.9,297.16,1278.15,NA
149580,Tryblionella hungarica,2617.99,37.78,170.36,NA
149595,Nitzschia recta,32300,304.09,1307.24,NA
149597,Nitzschia lanceolata,32300,304.09,1307.24,NA
149599,Nitzschia fonticola,32300,304.09,1307.24,NA
149615,Surirella cf. fastuosa,22089.3,221.84,960.56,NA
149615,Surirella fastuosa,47123.85,416.06,1775.79,NA
149646,Trichotoxon reinboldii,153725,1110.1,4632.79,NA
150205,Cyttarocylis spp.,79586.95,1774.56,8796.57,PZ
156615,Chaetoceros karianus,785.4,13.91,64.17,NA
157061,Tabularia cf. fasciculata,12425.28,137.61,602.39,NA
157258,Dictyocha spp.,4090.61,85.19,244.65,PP
157455,Urosolenia eriensis,,,,NA
160599,Pseudopedinella spp.,220.89,,,NA
162254,Asteromphalus spp.,223278.69,1513.23,6270.58,PP
162916,Bacteriastrum elongatum,7483.86,90.34,399.31,PP
163249,Hemiaulus hauckii,16619.01,175.17,762.61,PP
163259,Isthmia enervis,,,,NA
163401,Lepocinclis spp.,,,,NA
163449,Cyrtosphaera aculeata,,,,NA
163493,Coscinodiscus lacustris,678583.44,3807.09,15446.24,NA
163658,Amphora libyca,67858.34,563.11,2386.84,NA
164025,Sphenomonas elongata,,,,NA
164110,Bacteriastrum furcatum,5301.43,67.86,301.91,PP
172503,Gomphonemopsis exigua,,,,NA
175560,Petrodictyon gemma,94247.7,739.62,3115.49,NA
175578,Petroneis marina,14400,155.53,678.93,NA
175582,Phaeodactylum spp.,565.49,10.59,49.16,NA
175670,Navicula clementis,14962.5,160.55,700.36,NA
177592,Pseudanabaena miucicola,,,,NA
178201,Chaetoceros rostratus,5313.26,67.98,302.45,NA
178215,Chaetoceros dichaetus,6371.14,79.04,350.44,PP
179571,Cocconeis pelta,2323.21,34.21,154.63,NA
179607,Coscinodiscus janischii,3723373.2,15640.12,61435.87,NA
183539,Amphorides spp.,8906.41,188.83,1125.11,PZ
183550,Rhabdonellopsis spp.,735132.06,17251.24,70947.93,NA
183556,Acanthostomella norvegica,1989.67,40.76,275.41,PZ
196831,Radiolarian,523.6,,,NA
196855,Xystonella treforti,1200185.55,28483.91,112418.28,PZ
231789,Karlodinium cf. spp.,1767.14,67.42,347,NA
231792,Takayama cf. spp.,6283.18,197.94,980.67,NA
231856,Balechina spp.,67020.59,1476.84,6815.19,NA
232138,Amphisolenia palaeotheroides,39269.88,938.08,4398.94,NA
232143,Amphisolenia schroederi,39269.88,938.08,4398.94,NA
232257,Dinophysis rudgei,7330.38,225.62,1112.63,NA
232277,Pyrocystis acuta,37699.08,906.12,4254.3,NA
232291,Dinophysis tuberculata,102296.45,2114.72,9635.84,NA
232298,Prorocentrum rhathymum,1806.41,68.69,353.3,PP
232325,Histioneis australiae,,,,NA
232363,Histioneis inornata,,,,NA
232378,Histioneis milneri,,,,NA
232383,Histioneis pulchra,18849.54,503.05,2411.49,NA
232402,Histioneis pietschmannii,,,,NA
232441,Prorocentrum emarginatum,2047.27,76.4,391.44,NA
232486,Phalacroma mawsonii,30237.8,751.4,3551.27,NA
232568,Amphidinium cucurbita,3239.13,112.78,569.97,NA
232634,Amphidinium vasculum,3239.13,112.78,569.97,NA
232664,Cochlodinium flavum,23090.69,597.64,2847.53,NA
232740,Protoperidinium latispinum,77207.72,1665.35,7652.58,NA
232767,Gymnodinium gelbum,737.23,32.1,169.58,NA
232867,Gymnodinium sphaericum,737.23,32.1,169.58,NA
232915,Gyrodinium caudatum,30869.26,764.7,3611.9,NA
232970,Gyrodinium nasutum,30869.26,764.7,3611.9,NA
233116,Protopsis elongata,,,,NA
233160,Warnowia voracis,1308995.83,18414.61,77729.53,NA
233205,Pavillardinium spinosum,,,,NA
233359,Palaeophalacroma unicinctum,,,,NA
233363,Protoperidinium divaricatum,77207.72,1665.35,7652.58,NA
233425,Alexandrium concavum,2412.74,87.83,447.81,NA
233512,Gonyaulax conjuncta,312.22,15.48,83.9,NA
233582,Gonyaulax striata,312.22,15.48,83.9,NA
233642,Heterodinium asymmetricum,65449.79,1447.4,6684.09,NA
233744,Centrodinium punctatum,471238.5,7735.06,33666.49,NA
233776,Chattonella spp.,16362.45,,,NA
233780,Chattonella marina,16362.45,,,NA
233870,Oxytoxum gracile,2261.94,83.15,424.75,NA
233871,Oxytoxum cf. turbo,3534.29,121.45,612.17,NA
233874,Oxytoxum tesselatum,3534.29,121.45,612.17,NA
235768,Amphorides amphora,8906.41,188.83,1125.11,NA
235845,Sphaerocalyptra spp.,,,,NA
235877,Periphyllophora mirabilis,,,,NA
235924,Calciopappus caudatus,125.66,,,NA
235947,Cruciplacolithus neohelis,,,,NA
235977,Syracosphaera pirus,353.43,,,NA
239009,Amphora inflexa,195700.11,1356.39,5634.73,NA
240441,Codonellopsis morchella,9948.37,211.46,1248.28,PZ
246607,Pseudo-nitzschia cf. galaxiae,480,9.24,43.04,NA
247915,Tintinnidium spp.,10226.53,217.51,1281.02,PZ
248096,Apedinella spp.,150.8,,,NA
11,Ciliate 20-30 µm,,,,NA
11,Ciliate 50-60 µm,,,,NA
801,Chlorophyta filaments,35342.89,,,PP
17639,Cryptophyceae,785.4,,,NA
101344,Strombidium wulffi,,,,NA
106307,Goniomonas amphinema,220.89,,,NA
109464,Ornithocercus spp.,7068.58,218.76,1079.98,MP
109466,Phalacroma spp.,30237.8,751.4,3551.27,NA
109470,Alexandrium cf. spp.,2412.74,87.83,447.81,NA
109473,Amphidinium spp.,3239.13,112.78,569.97,MP
109473,Amphidinium spp. <30 µm cell height,3239.13,112.78,569.97,MP
109479,Torodinium spp.,4241.15,141.78,710.76,NA
109485,Polykrikos cf. spp.,205250.55,3819.54,17044.11,NA
109487,Pronoctiluca spp.,1047.2,43.24,226.06,PZ
109505,Preperidinium spp.,19710.3,522.49,2501.31,NA
109526,Centrodinium spp.,471238.5,7735.06,33666.49,NA
109545,Scrippsiella spp. cyst,4712.39,155.05,774.81,NA
109548,Blepharocysta spp.,65449.79,1447.4,6684.09,NA
109559,Goniodoma spp.,65449.79,1447.4,6684.09,NA
109567,Protoceratium spp.,33510.29,819.9,3863.09,NA
109571,Pyrocystis cf. spp.,37699.08,906.12,4254.3,NA
109572,Symbiodinium spp.,523.6,24.01,128.14,NA
109585,Minuscula bipes,4188.79,140.29,703.56,NA
109594,Amphisolenia palmata,39269.88,938.08,4398.94,NA
109623,Dinophysis fava,7330.38,225.62,1112.63,NA
109660,Dinophysis sphaerica,7330.38,225.62,1112.63,NA
109693,Ornithocercus magnificus,7068.58,218.76,1079.98,NA
109694,Ornithocercus quadratus,16755.15,455.18,2189.73,MP
109711,Alexandrium cf. minutum,9025.79,269.21,1319.34,NA
109778,Gymnodinium achromaticum,737.23,32.1,169.58,NA
109786,Gymnodinium coeruleum,737.23,32.1,169.58,NA
109832,Gymnodinium splendens,737.23,32.1,169.58,NA
109867,Gyrodinium ovum,30869.26,764.7,3611.9,NA
109888,Ptychodiscus noctiluca,220893.05,4065.3,18100.84,NA
109897,Polykrikos beauchampii,205250.55,3819.54,17044.11,NA
109959,Tripos intermedius,,,,NA
109984,Ceratocorys armata,131946.78,2624.83,11869.17,NA
110027,Gonyaulax milneri,312.22,15.48,83.9,NA
110028,Gonyaulax minima,5747.02,183.51,911.58,NA
110090,Oxytoxum curvatum,3534.29,121.45,612.17,NA
110094,Oxytoxum elegans,3534.29,121.45,612.17,NA
110202,Podolampas spinifera,2945.24,104.03,527.26,MP
110303,Prorocentrum cf. micans,5039.63,164.14,818.61,NA
110329,Pyrocystis gerbaultii,,,,NA
110333,Pyrocystis obtusa,37699.08,906.12,4254.3,NA
110645,Petalomonas abscissa,130.9,,,NA
110648,Petalomonas minuta,67.02,,,NA
110651,Petalomonas pusilla,130.9,,,NA
110661,Ploeotia corrugata,1047.2,,,NA
112079,Rotalia spp.,3141.59,,,NA
115057,Coccolithophore cf.,65.45,,,PP
115121,Chrysochromulina mactra,2356.19,,,NA
119077,Leucocryptos spp.,46.08,,,NA
134524,Nephroselmis spp.,8.38,,,NA
134533,Micromonas cf. spp.,4.19,,,NA
134548,Pyramimonas cordata,32.72,,,NA
137309,Thaumatomastix salina,113.1,,,NA
146230,Chrysophyceae,785.4,,,NA
146538,Lyngbya cf. spp.,523.6,8,0.2,NA
841754,Tripos reflexus,64926.19,1437.56,6640.27,NA
841762,Tripos seta,5654862,63780.56,257660.13,NA
846689,Ceratium vultur var. japonicum,157079.5,3043.6,13691.01,NA
877647,Gazelletta hexanema,4188.79,,,NA
1373389,Dictyocha fibula var. pentagona,,,,NA
603344,Rhabdolithes spp.,,,,NA
611545,Campylodiscus daemelianus,32311.25,304.18,1307.61,NA
612073,Anaulus australis,294.52,6.16,28.96,NA
619003,Chrysochromulina cyathophora,8.18,,,NA
619113,Pontosphaera multipora,1767.14,,,NA
619330,Diplopsalis sphaerica,47712.9,1106.74,5159.6,NA
621975,Druridgia compressa,2120.57,31.72,143.6,NA
622581,Thalassiosira vulnifica,7068.58,86.16,381.24,NA
623005,Skeletonema ardens,196.35,4.4,20.85,NA
624358,Oxyphysis oxytoxoides,,,,NA
624978,Haptolina herdlensis,179.59,,,NA
625974,Mastogloia rostrata,213110.74,1455.81,6037.98,NA
626532,Mallomonas splendens,,,,NA
628640,Campylodiscus adriaticus,32311.25,304.18,1307.61,NA
630427,Biddulphia azorica,2291765.36,10454.52,41446.75,NA
642006,Phalacroma lens,30237.8,751.4,3551.27,NA
645538,Triceratium obtusum,20341.69,207.17,898.45,NA
655097,Protoperidinium variegatum,77207.72,1665.35,7652.58,NA
658256,Thalassiosira webbii,7068.58,86.16,381.24,NA
658368,Dinothrix paradoxa,523.6,24.01,128.14,NA
663629,Protoperidinium marie-lebouriae,77207.72,1665.35,7652.58,NA
671128,Parvodinium centenniale,9676.1,285.59,1396.7,NA
674442,Chattonella marina var. ovata,16362.45,,,NA
675577,Actinocyclus octonarius var. tenella,67662.78,561.76,2381.26,NA
708745,Lyrella lyra var. subcarinata,58904.81,500.71,2128.06,NA
708746,Entomoneis kjellmanii var. striolata,30799.36,292.32,1257.77,NA
837228,Tripos longissimus,64926.19,1437.56,6640.27,NA
840740,Tryblionella kuetzingii,2617.99,37.78,170.36,NA
841193,Tripos candelabrum,53713.34,1223.83,5685.27,NA
841196,Tripos claviger,,,,NA
841203,Tripos deflexus,64926.19,1437.56,6640.27,NA
841211,Tripos eugrammus,20943.93,550.12,2628.82,NA
841245,Tripos gracilis,60000,1344.41,6224.71,NA
841256,Tripos karstenii,64926.19,1437.56,6640.27,NA
,Gyrodinium spp. 10-20 µm,,,,NA
,Amphorides,,,,NA
,Spermatophore,,,,NA
,Unid round green object < 5 µm,,,,NA
109512,Palaeophalacroma spp.,,,,NA
417141,Poroecus apiculatus,,,,NA
,Unid heterotroph 30-40 µm,,,,NA
,Centric diatom 30-40 µm,10995.57,124.33,545.53,NA
,Unid autotroph 10-20 µm,,,,NA
,Parahistioneis spp.,,,,NA
232546,Akashiwo sanguinea,23692.82,610.85,2908.2,MP
110007,Amylax triacantha,20387.04,537.68,2571.43,MP
110130,Coolia monotis,10471.97,305.41,1490.1,PP
109624,Dinophysis fortii,33999.86,830.05,3909.25,MP
109705,Fragilidium subglobosum,41887.87,990.91,4637.71,MP
109811,Gymnodinium marinum,737.23,32.1,169.58,PZ
233712,Ostreopsis siamensis,62831.8,1398.09,6464.32,MP
233620,Heterocapsa niei,1178.1,47.79,248.95,MP
232376,Prorocentrum cordatum,565.49,25.63,136.47,MP
110316,Prorocentrum triestinum,471.24,21.95,117.54,MP
110210,Protoperidinium brevipes,14592.16,404.78,1955.36,PZ
110212,Protoperidinium conicoides,66634.97,1469.62,6783.06,PZ
110213,Protoperidinium conicum,91420.27,1922.24,8788.35,PZ
239029,Eutreptia viridis,14712.36,,,PP
101282,Strombidium capitatum,,,,MP
162519,Corymbellus aureus,523.6,,,PP
624975,Haptolina brevifila,179.59,,,MP
731106,Telonema antarcticum,335.1,,,PZ
248129,Meringosphaera mediterranea,523.6,,,PP
163026,Chaetoceros coronatus,2787.38,39.8,179.24,PP
149128,Chaetoceros diadema,9053.67,105.81,465.99,PP
149163,Actinoptychus octonarius,567449.69,3281.88,13360.65,PP
149124,Chaetoceros borealis,15374.16,164.21,715.95,PP
149294,Chaetoceros simplex,904.78,15.64,71.97,PP
149125,Chaetoceros teres,38160.5,349.22,1496.52,PP
149377,Cocconeis pediculus,5586.1,70.87,314.99,PP
149004,Cylindrotheca closterium,200,4.47,21.16,PP
149549,Cymbella cistula,329448.07,2089.9,8596.42,PP
175435,Nitzschia paleacea,157.5,3.67,17.43,PP
149503,Pleurosigma elongatum,60439.19,511.51,2172.91,PP
149168,Proboscia alata,66366.09,552.81,2344.18,PP
149116,Rhizosolenia imbricata,282743.1,1840.85,7594.01,PP
149311,Rhizosolenia robusta,7372264.53,27572.2,106909.63,PP
489112,Skeletonema dohrnii,670.21,12.19,56.42,PP
149631,Stephanopyxis turris,229663.32,1549.06,6415.61,PP
149100,Thalassiosira hyalina,16176.73,171.29,746.11,PP
148925,Thalassiosira minima,510.51,9.73,45.25,PP
155554,Cryptomonas ovata,,,,PP
451665,Komma caudata,,,,PP
146558,Microcystis aeruginosa,65.45,8,0.2,PP
418263,Cocconeis heteroidea,2323.21,34.21,154.63,NA
418297,Mastogloia cribrosa,10602.87,120.63,529.68,NA
418486,Bacteriastrum elegans,6157.52,76.84,340.88,NA
418546,Ditylum sol,25000,245.84,1061.99,NA
418561,Plagiogramma tenuistriatum,1479.98,23.53,107.27,NA
418567,Rhizosolenia clevei,10013818.13,35551.71,137049.94,PP
422708,Ceratium horridus var. buceros,33248.49,814.45,3838.35,NA
427548,Eutintinnus cf. rugosus,,,,NA
447746,Tryblionella cf. compressum,2617.99,37.78,170.36,PP
495385,Oltmannsiella lineata,,,,NA
547526,Nematopsides spp.,,,,NA
547544,Rhizosolenia setigera f. pungens,45238.9,402.2,1717.96,NA
555889,Calciosolenia brasiliensis,65.45,,,NA
555898,Coccolithus pelagicus braarudii,4188.79,,,NA
573538,Plagiotropis gaussii,74714.86,609.94,2580.63,NA
573577,Rhizosolenia hyalina,245390.09,1636.61,6769.65,NA
573880,Hermesinum adriaticum,,,,NA
576230,Coenocystis spp.,397.21,,,NA
577363,Ploeotia costata,1047.2,,,NA
