SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,SPCODE,CELL_COUNT,SAMPVOL_L
882,Pyrocystis noctiluca,Dinoflagellate,Pyrocystis,noctiluca,110332,2,0.039
882,Rhizosolenia imbricata (with Richelia),Centric diatom,Rhizosolenia,imbricata,149116,16,0.039
882,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,149116,11,0.039
882,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,5,0.039
882,Salpingella spp.,Ciliate,Salpingella,spp.,183566,1,0.039
882,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,12,0.039
882,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,2,0.039
882,Tintinnina ,Ciliate,(null),(null),732976,7,0.039
882,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,175,0.039
882,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,837456,6,0.039
882,Tripos setaceus,Dinoflagellate,Tripos (Ceratium),setaceus,837446,1,0.039
882,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),146203,13,0.039
882,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,2,0.00117
883,Asterionellopsis spp. ~50 µm length,Pennate diatom,Asterionellopsis,spp.,149138,8,0.0033775
883,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,9,0.0033775
883,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,1,0.0033775
883,Chaetoceros laeve,Centric diatom,Chaetoceros (Hyalochaete),laeve,418507,2,0.0033775
883,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,156617,16,0.0033775
883,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,1,0.0033775
883,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,35,0.0033775
883,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,28,0.0033775
883,Ciliate (Inc. tintinnid),Ciliate,(null),(null),11,1,0.0033775
883,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,26,0.0008685
883,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,18,0.0033775
883,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,5,0.0008685
883,Flagellate <10 µm round,Flagellate,(null),(null),146222,179,0.0008685
883,Foraminifera,Foraminifera,(null),(null),1410,1,0.0033775
883,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,1,0.0033775
883,Guinardia striata,Centric diatom,Guinardia,striata,149113,1,0.0033775
883,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),109392,8,0.0033775
883,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,2,0.0033775
883,Gyrodinium spp. 40-60 µm,Dinoflagellate,Gyrodinium,spp.,109476,3,0.0008685
883,Laboea spp.,Ciliate,Laboea,spp.,101190,3,0.0033775
883,Nodularia spp.,Cyanobacteria,Nodularia,spp.,747091,72,0.0033775
883,Odontella mobiliensis,Centric diatom,Odontella,mobiliensis,164116,1,0.0008685
883,Pennate diatom > 100 µm,Pennate diatom,(null),(null),148899,5,0.0033775
883,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,1,0.0033775
883,Prorocentrum lima,Dinoflagellate,Prorocentrum,lima,110301,1,0.0033775
883,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,81,0.0033775
883,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,4,0.0033775
883,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,149116,2,0.0033775
883,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,3,0.0033775
883,Salpingella spp.,Ciliate,Salpingella,spp.,183566,1,0.0033775
883,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,231,0.0033775
883,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,149093,11,0.0033775
883,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,6,0.0033775
883,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,3,0.0033775
883,Tintinnopsis spp.,Ciliate,Tintinnopsis,spp.,163780,1,0.0033775
883,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,842517,2,0.0965
883,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),146203,1,0.0033775
884,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,6,0.0012
884,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,5,0.0012
884,Ciliate (naked 25-50 µm),Ciliate,(null),(null),11,5,0.0012
884,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,1,0.0009
884,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,20,0.0012
884,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,18,0.0009
884,Flagellate <10 µm round,Flagellate,(null),(null),146222,213,0.0009
884,Guinardia striata,Centric diatom,Guinardia,striata,149113,7,0.0012
884,Laboea spp.,Ciliate,Laboea,spp.,101190,1,0.0012
884,Lauderia spp.,Centric diatom,Lauderia,spp.,149134,5,0.0012
884,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,229,0.0012
884,Lioloma cf. spp.,Pennate diatom,Lioloma cf.,spp.,292726,1,0.0012
884,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,5,0.0012
884,Prasinophytes,Flagellate,(null),(null),17329,1,0.0009
884,Proboscia alata,Centric diatom,Proboscia,alata,149168,12,0.0012
884,Prorocentrum gracile,Dinoflagellate,Prorocentrum,gracile,110300,1,0.0012
884,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,1,0.0012
884,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,2,0.0012
884,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,5,0.0012
884,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,148912,5,0.0012
884,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,1,0.0012
884,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,840626,1,0.0012
884,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,838205,1,0.1
884,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,6,0.0009
885,Brachidinium spp.,Dinoflagellate,Brachidinium,spp.,231770,1,0.0035
885,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,7,0.0035
885,Ceratoperidinium falcatum,Dinoflagellate,Ceratoperidinium,falcatum,839164,4,0.0035
885,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,50,0.0035
885,Ciliate (naked 25-50 µm),Ciliate,(null),(null),11,3,0.0035
885,Ciliate (naked < 25µm),Ciliate,(null),(null),11,21,0.0035
885,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,4,0.0013
885,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,4,0.0035
885,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,30,0.0035
885,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,1,0.0035
885,Dinophysis tripos,Dinoflagellate,Dinophysis,tripos,109662,1,0.0035
885,Eucampia spp. <100 µm cell length,Centric diatom,Eucampia,spp.,149130,6,0.0035
885,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,35,0.0013
885,Flagellate <10 µm round,Flagellate,(null),(null),146222,178,0.0013
885,Gymnodinioid dinoflagellate 40-50 µm,Dinoflagellate,(null),(null),109392,1,0.0035
885,Gyrodinium spp. 40-60 µm,Dinoflagellate,Gyrodinium,spp.,109476,1,0.0035
885,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,60,0.0035
885,Navicula cf. 100-120 µm length,Pennate diatom,(null),(null),149031,2,0.0035
885,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),149031,2,0.0035
885,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,1,0.1
885,Podolampas spp.,Dinoflagellate,Podolampas,spp.,109550,1,0.0035
885,Prasinophytes,Flagellate,(null),(null),17329,13,0.0013
885,Pronoctiluca spp.,Dinoflagellate,Pronoctiluca,spp.,109487,1,0.0035
885,Prorocentrum gracile,Dinoflagellate,Prorocentrum,gracile,110300,3,0.0035
885,Prymnesiophytes,Flagellate,(null),(null),115057,7,0.0013
885,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,60,0.0035
885,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,13,0.0035
885,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,1,0.0035
885,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,2,0.0035
885,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,148912,2,0.0035
885,Tripos azoricus,Dinoflagellate,Tripos (Tripoceratium),azoricus,837310,1,0.0035
885,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,1,0.0035
885,Tripos horridus,Dinoflagellate,Tripos (Tripoceratium),horridus,837453,1,0.0035
885,Tripos longirostrus,Dinoflagellate,Tripos (Amphiceratium),longirostrus,837227,1,0.0035
885,Unid diatom,Diatom,(null),(null),148899,20,0.0035
885,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),146203,4,0.0035
885,Unid dinoflagellate 30 - 50 µm,Dinoflagellate,(null),(null),146203,1,0.0035
885,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,7,0.0013
885,Unid dinoflagellate > 10 µm,Dinoflagellate,(null),(null),146203,1,0.0035
886,Alexandrium spp.,Dinoflagellate,Alexandrium,spp.,109470,1,0.0456
886,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,2,0.0456
886,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,1,0.00228
886,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,5,0.0456
886,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,10,0.0456
886,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,109462,1,0.0456
886,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,31,0.00228
886,Flagellate <10 µm round,Flagellate,(null),(null),146222,94,0.00228
886,Guinardia cylindrus,Centric diatom,Guinardia,cylindrus,163241,3,0.0456
886,Guinardia striata,Centric diatom,Guinardia,striata,149113,12,0.0456
886,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,163249,1,0.0456
886,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,7,0.0456
886,Oxytoxum scolopax,Dinoflagellate,Oxytoxum,scolopax,110115,1,0.0456
886,Prasinophytes,Flagellate,(null),(null),17329,2,0.00228
886,Proboscia alata,Centric diatom,Proboscia,alata,149168,1,0.0456
886,Prorocentrum gracile,Dinoflagellate,Prorocentrum,gracile,110300,85,0.0456
886,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,196811,1,0.0456
886,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,2,0.0456
886,Tripos azoricus,Dinoflagellate,Tripos (Tripoceratium),azoricus,837310,1,0.0456
886,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,3,0.00228
887,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,1,0.0037275
887,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,2,0.0037275
887,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,156617,3,0.0037275
887,Ciliate (naked < 25µm),Ciliate,(null),(null),11,5,0.0037275
887,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,4,0.00213
887,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,8,0.0037275
887,Eutintinnus cf. lusus-undae,Ciliate,Eutintinnus,cf. lusus-undae,247939,1,0.0037275
887,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,16,0.00213
887,Flagellate <10 µm round,Flagellate,(null),(null),146222,146,0.00213
887,Guinardia spp.,Centric diatom,Guinardia,spp.,149111,62,0.0037275
887,Helicotheca spp.,Centric diatom,Helicotheca,spp.,157438,1,0.0037275
887,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,163249,140,0.0037275
887,Hemiaulus sinensis,Centric diatom,Hemiaulus,sinensis,163250,1,0.0037275
887,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,15,0.0037275
887,Leptocylindrus mediterraneus (with flagellates),Centric diatom,Leptocylindrus,mediterraneus,149230,7,0.0037275
887,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,149039,3,0.0037275
887,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),149031,3,0.0037275
887,Prasinophytes,Flagellate,(null),(null),17329,8,0.00213
887,Proboscia alata,Centric diatom,Proboscia,alata,149168,5,0.0037275
887,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,53,0.0037275
887,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,31,0.0037275
887,Pseudosolenia calcar-avis,Centric diatom,Pseudosolenia,calcar-avis,163344,2,0.0037275
887,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,1,0.0037275
887,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,6,0.00213
888,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,15,0.005868
888,Centric diatom,Centric diatom,(null),(null),148899,142,0.005868
888,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,10,0.005868
888,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,2,0.005868
888,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,55,0.005868
888,Ciliate (naked < 25µm),Ciliate,(null),(null),11,12,0.005868
888,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,196804,7,0.005868
888,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,20,0.005868
888,Dactyliosolen cf. spp.,Centric diatom,Dactyliosolen cf.,spp.,149309,15,0.005868
888,Eucampia zodiacus,Centric diatom,Eucampia,zodiacus,149131,143,0.005868
888,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,11,0.001956
888,Flagellate <10 µm round,Flagellate,(null),(null),146222,69,0.001956
888,Guinardia delicatula,Centric diatom,Guinardia,delicatula,149112,5,0.005868
888,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,2,0.005868
888,Guinardia striata,Centric diatom,Guinardia,striata,149113,20,0.005868
888,Gymnodinioid dinoflagellate 20-30 µm,Dinoflagellate,(null),(null),109392,3,0.005868
888,Helicotheca spp.,Centric diatom,Helicotheca,spp.,157438,2,0.005868
888,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,5,0.005868
888,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,2,0.005868
888,Leptocylindrus mediterraneus (with flagellates),Centric diatom,Leptocylindrus,mediterraneus,149230,6,0.005868
888,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),149031,1,0.005868
888,Prasinophytes,Flagellate,(null),(null),17329,1,0.001956
888,Proboscia alata,Centric diatom,Proboscia,alata,149168,5,0.005868
888,Proboscia spp.,Centric diatom,Proboscia,spp.,149167,1,0.0978
888,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,2,0.005868
888,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,5,0.005868
888,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,33,0.005868
888,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,12,0.005868
888,Pseudosolenia calcar-avis,Centric diatom,Pseudosolenia,calcar-avis,163344,4,0.005868
888,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,196811,1,0.005868
888,Thalassionema spp.,Pennate diatom,Thalassionema,spp.,149092,2,0.005868
888,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,100,0.005868
888,Tripos candelabrum,Dinoflagellate,Tripos (Ceratium),candelabrum,841193,2,0.0978
888,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,495363,1,0.005868
888,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,13,0.001956
889,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,1,0.042
889,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,7,0.042
889,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,20,0.042
889,Chamaesiphon spp.,Cyanobacteria,Chamaesiphon,spp.,204228,1,0.042
889,Cocconeis spp.,Pennate diatom,Cocconeis,spp.,148989,2,0.042
889,Corethron spp.,Centric diatom,Corethron,spp.,149109,1,0.042
889,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,12,0.0021
889,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,13,0.042
889,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,109462,1,0.042
889,Diploneis spp.,Pennate diatom,Diploneis,spp.,149018,2,0.042
889,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,9,0.0021
889,Flagellate <10 µm round,Flagellate,(null),(null),146222,97,0.0021
889,Grammatophora spp.,Pennate diatom,Grammatophora,spp.,149335,3,0.042
889,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,1,0.042
889,Haslea wawrikae,Pennate diatom,Haslea,wawrikae,248063,1,0.042
889,Licmophora spp. < 150 µm,Pennate diatom,Licmophora,spp.,149342,1,0.042
889,Navicula cf. 100-120 µm length,Pennate diatom,(null),(null),149031,1,0.042
889,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),149031,6,0.042
889,Parundella spp.,Ciliate,Parundella,spp.,345911,1,0.042
889,Pennate diatom 25 - 50 µm,Pennate diatom,(null),(null),148899,2,0.042
889,Pennate diatom 50 - 75 µm,Pennate diatom,(null),(null),148899,3,0.042
889,Phalacroma rotundatum,Dinoflagellate,Phalacroma,rotundatum,156505,1,0.042
889,Podolampas elegans,Dinoflagellate,Podolampas,elegans,110201,1,0.042
889,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,1,0.042
889,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,16,0.042
889,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,5,0.042
889,Striatella spp.,Pennate diatom,Striatella,spp.,149176,1,0.042
889,Strombidium spp.,Ciliate,Strombidium,spp.,101195,1,0.042
889,Thalassionema bacillare,Pennate diatom,Thalassionema,bacillare,418647,1,0.042
889,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,149093,4,0.042
889,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,3,0.042
889,Tintinnina ,Ciliate,(null),(null),732976,1,0.042
889,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,837448,1,0.042
889,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,3,0.042
889,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,837456,1,0.042
889,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,495363,2,0.042
889,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),146203,7,0.042
890,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,3,0.0368
890,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,1,0.0368
890,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,3,0.00184
890,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,2,0.0368
890,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,1,0.00184
890,Flagellate <10 µm round,Flagellate,(null),(null),146222,72,0.00184
890,Gonyaulax spp.,Dinoflagellate,Gonyaulax,spp.,109519,1,0.0368
890,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,1,0.0368
890,Laboea spp.,Ciliate,Laboea,spp.,101190,4,0.0368
890,Licmophora spp. < 150 µm,Pennate diatom,Licmophora,spp.,149342,3,0.0368
890,Lithodesmium spp.,Centric diatom,Lithodesmium,spp.,149321,1,0.0368
890,Pennate diatom 10 - 25 µm,Pennate diatom,(null),(null),148899,4,0.0368
890,Pennate diatom 25 - 50 µm,Pennate diatom,(null),(null),148899,5,0.0368
890,Pennate diatom 50 - 75 µm,Pennate diatom,(null),(null),148899,3,0.0368
890,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,11,0.0368
890,Striatella spp.,Pennate diatom,Striatella,spp.,149176,1,0.0368
890,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,1,0.0368
890,Tintinnina ,Ciliate,(null),(null),732976,3,0.0368
890,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,2,0.0368
890,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),146203,4,0.0368
891,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,1,0.0412
891,Ciliate (naked < 25µm),Ciliate,(null),(null),11,121,0.0412
891,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,13,0.00206
891,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,34,0.0412
891,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,1,0.0412
891,Euglenida,Flagellate,(null),(null),582209,1,0.0412
891,Eutintinnus lusus-undae,Ciliate,Eutintinnus,lusus-undae,247939,1,0.0412
891,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,8,0.00206
891,Flagellate <10 µm round,Flagellate,(null),(null),146222,122,0.00206
891,Gyrodinium spp. 40-60 µm,Dinoflagellate,Gyrodinium,spp.,109476,5,0.0412
891,Laboea strobila,Ciliate,Laboea,strobila,101264,3,0.0412
891,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,149135,1,0.0412
891,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,38,0.0412
891,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,1,0.0412
891,Pennate diatom 25 - 50 µm,Pennate diatom,(null),(null),148899,1,0.0412
891,Pennate diatom > 100 µm,Pennate diatom,(null),(null),148899,2,0.0412
891,Proboscia alata,Centric diatom,Proboscia,alata,149168,2,0.0412
891,Pronoctiluca pelagica,Dinoflagellate,Pronoctiluca,pelagica,109903,1,0.0412
891,Prorocentrum minimum/cordatum,Dinoflagellate,Prorocentrum,minimum/cordatum,109566,5,0.0412
891,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,2,0.0412
891,Prorocentrum triestinum,Dinoflagellate,Prorocentrum,triestinum,110316,1,0.0412
891,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,2,0.0412
891,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,1,0.0412
891,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,1,0.0412
891,Strombidium spp.,Ciliate,Strombidium,spp.,101195,2,0.0412
891,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,2,0.0412
891,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,840626,3,0.0412
891,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,841261,2,0.0412
891,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),146203,5,0.0412
891,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,2,0.00206
892,Ciliate (naked < 25µm),Ciliate,(null),(null),11,3,0.04
892,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,157463,1,0.04
892,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,149023,1,0.04
892,Odontella sinensis,Centric diatom,Odontella,sinensis,149095,2,0.04
892,Pennate diatom > 100 µm,Pennate diatom,(null),(null),148899,2,0.04
892,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,2,0.04
892,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,1,0.04
896,Amphora spp.,Pennate diatom,Amphora,spp.,149200,14,0.014925
896,Asterionellopsis spp. ~50 µm length,Pennate diatom,Asterionellopsis,spp.,149138,1,0.014925
896,Bacillaria paxillifera,Pennate diatom,Bacillaria,paxillifera,558243,9,0.014925
896,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,15,0.014925
896,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,156617,2,0.014925
896,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,35,0.014925
896,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,20,0.014925
896,Ciliate (Inc. tintinnid),Ciliate,(null),(null),11,12,0.014925
896,Coscinodiscus spp. 100-150 µm,Centric diatom,Coscinodiscus,spp.,148917,1,0.014925
896,Coscinodiscus spp. 200-300 µm,Centric diatom,Coscinodiscus,spp.,148917,1,0.014925
896,Cylindrical diatom,Centric diatom,(null),(null),148899,8,0.014925
896,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,38,0.014925
896,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,16,0.014925
896,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,157463,7,0.014925
896,Diploneis spp.,Pennate diatom,Diploneis,spp.,149018,2,0.014925
896,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,149023,5,0.014925
896,Guinardia delicatula,Centric diatom,Guinardia,delicatula,149112,6,0.014925
896,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,4,0.014925
896,Laboea strobila,Ciliate,Laboea,strobila,101264,1,0.014925
896,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,16,0.014925
896,Odontella sinensis,Centric diatom,Odontella,sinensis,149095,3,0.014925
896,Ormosella spp.,Ciliate,Ormosella,spp.,415724,3,0.014925
896,Pennate diatom 25 - 50 µm,Pennate diatom,(null),(null),148899,26,0.014925
896,Pennate diatom 50 - 75 µm,Pennate diatom,(null),(null),148899,3,0.014925
896,Pennate diatom > 100 µm,Pennate diatom,(null),(null),148899,1,0.014925
896,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,22,0.014925
896,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,1,0.014925
896,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,11,0.014925
