SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,COUNTS,SAMPVOL_L
357,Solmundella bitentaculata,NON-COPEPOD,Cnidarian,Solmundella,bitentaculata,117267,3,0.70695
147,Centropages furcatus f,COPEPOD,Copepod,Centropages,furcatus,104495,2,1.4139
147,Ditrichocorycaeus asiaticus f,COPEPOD,Copepod,Ditrichocorycaeus,asiaticus,358328,1,1.4139
396,Onychocorycaeus agilis m,COPEPOD,Copepod,Onychocorycaeus,agilis,359743,2,1.55529
396,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,49,2.177406
396,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,9,2.177406
168,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,17,1.018008
168,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,4,1.018008
168,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,1,0.509004
396,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,2,1.55529
396,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,2,2.177406
168,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,5,1.018008
168,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,104681,3,0.509004
168,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,10,1.018008
168,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),146142,30,1.018008
168,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,42,1.018008
58,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,2,1.018008
147,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,16,1.4139
147,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,104681,2,1.97946
147,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,4,1.97946
147,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,2,1.4139
147,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,7,1.4139
58,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,3,0.509004
58,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,11,1.018008
58,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,1,0.509004
119,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,1,0.509004
119,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,17,1.781514
119,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,6,1.781514
415,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,2,1.244232
415,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,2,1.244232
415,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,1,1.244232
415,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,1,1.244232
398,Calanoid j,COPEPOD,Copepod,(null),(null),1100,58,1.809792
398,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,17,1.809792
398,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1102,2,1.809792
398,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,106642,6,1.809792
398,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,1,0.904896
361,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,7,0.509004
361,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,5,0.509004
361,Onychocorycaeus agilis m,COPEPOD,Copepod,Onychocorycaeus,agilis,359743,3,0.509004
361,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,5,0.509004
361,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,2,0.509004
361,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,5,0.509004
361,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,3,0.509004
361,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,6,0.509004
361,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,13,0.509004
361,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,42,0.509004
361,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,8,0.509004
361,Scolecitrichidae j,COPEPOD,Copepod,(null),(null),104103,1,0.509004
361,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),146142,6,0.509004
392,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,25,2.714688
392,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,17,2.714688
392,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,104196,17,2.714688
392,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,21,2.714688
388,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,3,3.81753
388,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,8,5.09004
388,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,25,2.54502
388,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,11,5.09004
388,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,2,1.27251
388,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,6,2.54502
388,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),146142,6,2.54502
388,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,1,1.27251
388,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,17,2.54502
445,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,1.809792
445,Calanoid j,COPEPOD,Copepod,(null),(null),1100,224,1.809792
445,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,211848,1,1.809792
445,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1,1.809792
445,Microsetella spp. f,COPEPOD,Copepod,Microsetella,spp.,115341,5,1.809792
59,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,1,1.13112
59,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,28,2.26224
59,Farranula curta f,COPEPOD,Copepod,Farranula,curta,128812,1,1.13112
59,Farranula gibbula f,COPEPOD,Copepod,Farranula,gibbula,346477,1,1.13112
388,Thalia democratica,NON-COPEPOD,Thaliacean,Thalia,democratica,137279,16,2.54502
72,Calanid CV,COPEPOD,Copepod,(null),(null),104079,2,0.19455264
72,Ditrichocorycaeus andrewsi m,COPEPOD,Copepod,Ditrichocorycaeus,andrewsi,128804,2,0.19455264
59,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1,1.13112
306,Calanoid j,COPEPOD,Copepod,(null),(null),1100,45,0.2940912
306,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,211848,1,0.2940912
306,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,2,0.2940912
306,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1102,2,0.2940912
306,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,2,0.2940912
306,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,1,0.2940912
306,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,21,0.2940912
306,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,11,0.2940912
306,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,12,0.2940912
417,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,1,0.622116
417,Macrosetella gracilis m,COPEPOD,Copepod,Macrosetella,gracilis,116382,2,0.622116
417,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,4,0.622116
417,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,3,0.622116
417,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1102,7,0.622116
417,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,1,0.622116
417,Trochophore larvae,NON-COPEPOD,Polychaete,(null),(null),882,4,0.622116
72,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),1410,8,0.19455264
396,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,2,0.622116
396,Solmundella bitentaculata,NON-COPEPOD,Cnidarian,Solmundella,bitentaculata,117267,2,0.622116
396,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,1,0.622116
396,Farranula curta f,COPEPOD,Copepod,Farranula,curta,128812,1,0.622116
159,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,1.27251
159,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,104469,1,1.27251
159,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,2,1.27251
159,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,2,1.27251
147,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,2,0.56556
149,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,7,0.509004
149,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,6,0.509004
149,Farranula concinna f,COPEPOD,Copepod,Farranula,concinna,346476,3,0.509004
149,Harpacticoid j,COPEPOD,Copepod,(null),(null),1102,4,0.509004
159,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,1,1.27251
159,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,1,1.27251
149,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,104469,1,0.509004
168,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,3,0.509004
168,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,1,0.509004
163,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,2,0.509004
163,Ditrichocorycaeus dahli f,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,1,0.509004
163,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.509004
163,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,2,0.509004
163,Oncaea scottodicarloi f,COPEPOD,Copepod,Oncaea,scottodicarloi,128950,1,0.509004
149,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,2,0.509004
149,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,1,0.509004
149,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,1,0.509004
149,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,3,0.509004
128,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,2.54502
128,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,2.54502
128,Agetus limbatus f,COPEPOD,Copepod,Agetus,limbatus,128796,1,2.54502
128,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,8,2.54502
128,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,346059,1,2.54502
128,Calanoid j,COPEPOD,Copepod,(null),(null),1100,181,2.54502
115,Calanoid j,COPEPOD,Copepod,(null),(null),1100,116,0.509004
115,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,12,0.509004
115,Ditrichocorycaeus dahli f,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,1,0.509004
115,Onychocorycaeus giesbrechti m,COPEPOD,Copepod,Onychocorycaeus,giesbrechti,128817,1,0.509004
115,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,8,0.509004
391,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,1,0.904896
391,Hyperiid amphipod,NON-COPEPOD,Amphipod,(null),(null),101796,1,0.904896
391,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,3,0.904896
118,Centropages orsinii f,COPEPOD,Copepod,Centropages,orsinii,220901,1,0.509004
118,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,19,0.509004
118,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.509004
118,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,104469,1,0.509004
118,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,7,0.509004
118,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,10,0.509004
379,Centropages australiensis j,COPEPOD,Copepod,Centropages,australiensis,346252,1,2.26224
379,Clausocalanus ingens f,COPEPOD,Copepod,Clausocalanus,ingens,345778,3,2.26224
379,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,8,2.26224
379,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,1,2.26224
25,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,1,0.56556
25,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,9,1.13112
118,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,24,0.509004
118,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,9,0.509004
118,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,9,0.509004
128,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,26,2.54502
128,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,5,2.54502
128,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,9,2.54502
128,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,8,2.54502
128,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,22,2.54502
128,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,5,2.54502
128,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,13,2.54502
128,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,5,2.54502
25,Ctenophore,NON-COPEPOD,Ctenophore,(null),(null),1248,1,0.56556
415,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,104645,1,0.622116
415,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1,0.622116
114,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,4,0.509004
114,Copepod j,COPEPOD,Copepod,(null),(null),1080,302,0.509004
25,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,1,0.56556
25,Solmundella bitentaculata,NON-COPEPOD,Cnidarian,Solmundella,bitentaculata,117267,1,0.56556
92,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,18,1.13112
92,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,8,1.13112
114,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,2,0.509004
114,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,1,0.509004
92,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,9,1.13112
114,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,52,0.509004
114,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,151,0.509004
114,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,5,0.509004
57,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,0.509004
57,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,20,0.509004
391,Clausocalanus ingens f,COPEPOD,Copepod,Clausocalanus,ingens,345778,3,1.809792
58,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,2,0.509004
365,Calanid CIV,COPEPOD,Copepod,(null),(null),104079,37,4.52448
365,Calanidae j,COPEPOD,Copepod,(null),(null),104079,6,4.52448
365,Calanoid j,COPEPOD,Copepod,(null),(null),1100,155,4.52448
365,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,128954,1,4.52448
365,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,6,4.52448
365,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,6,4.52448
365,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,8,4.52448
25,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,0.56556
25,Mecynocera spp. j,COPEPOD,Copepod,Mecynocera,spp.,104184,1,0.56556
25,Microsetella spp. f,COPEPOD,Copepod,Microsetella,spp.,115341,2,0.56556
25,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,1,0.56556
389,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,90,0.509004
25,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,3,0.56556
389,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,1,0.509004
389,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,148,0.509004
358,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,6,0.509004
358,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,6,0.509004
358,Clausocalanus mastigophorus f,COPEPOD,Copepod,Clausocalanus,mastigophorus,104506,1,0.509004
389,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,3,0.509004
389,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,3,0.509004
389,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,7,0.509004
389,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,5,0.509004
57,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,9,0.509004
57,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,4,0.509004
57,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,1,0.509004
57,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,1,0.509004
358,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,3,0.509004
358,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,42,0.509004
360,Farranula carinata f,COPEPOD,Copepod,Farranula,carinata,128811,2,0.509004
360,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,1,0.509004
360,Oithona attenuata f,COPEPOD,Copepod,Oithona,attenuata,220944,1,0.509004
358,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,1,0.509004
360,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,37,0.509004
360,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,13,0.509004
360,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,2,0.509004
360,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,30,0.509004
366,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,8,0.70695
438,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,2,0.509004
438,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,17,0.509004
438,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,1,0.509004
438,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,1,0.509004
387,Harpacticoid j,COPEPOD,Copepod,(null),(null),1102,2,0.509004
387,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,86,1.018008
366,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,1,0.70695
366,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,4,0.70695
366,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,3,0.70695
366,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,1,0.70695
366,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,3,0.70695
366,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,198,0.70695
387,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,37,1.018008
387,Tintinnina ,NON-COPEPOD,Ciliophora,(null),(null),732976,1,0.509004
74,Onychocorycaeus agilis f,COPEPOD,Copepod,Onychocorycaeus,agilis,359743,1,0.509004
74,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.509004
74,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,6,0.509004
74,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,3,0.509004
74,Pareucalanus sewelli f,COPEPOD,Copepod,Pareucalanus,sewelli,360047,1,0.509004
74,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,2,0.509004
387,Calanoid j,COPEPOD,Copepod,(null),(null),1100,107,0.509004
387,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,1,0.509004
387,Farranula rostrata f,COPEPOD,Copepod,Farranula,rostrata,128814,1,0.509004
387,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,1,0.509004
387,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,2,0.509004
74,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,1,0.509004
24,Ditrichocorycaeus erythraeus f,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,764981,1,0.28278
24,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,11,0.28278
24,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,8,0.28278
24,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,128672,3,0.28278
24,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,81,0.28278
24,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,18,0.28278
24,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,13,0.28278
24,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,1,0.28278
119,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,2,1.27251
119,Amphipod,NON-COPEPOD,Amphipod,(null),(null),1135,1,1.27251
119,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,7,1.27251
119,Penilia avirostris f gravid,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,21,1.27251
119,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,4,1.27251
119,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,1,1.27251
407,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,0.622116
407,Onychocorycaeus latus m,COPEPOD,Copepod,Onychocorycaeus,latus,128818,1,0.622116
407,Colonial ascidian larvae,NON-COPEPOD,Ascidian,(null),(null),1839,3,0.622116
388,Calanid CV,COPEPOD,Copepod,(null),(null),104079,4,1.27251
92,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,1,0.56556
385,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,346059,1,0.70695
464,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,22,0.509004
392,Calanus australis m,COPEPOD,Copepod,Calanus,australis,345760,2,1.809792
392,Microsetella spp. f,COPEPOD,Copepod,Microsetella,spp.,115341,1,1.809792
392,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),146142,3,1.809792
464,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,1,0.509004
453,Bestiolina similis m,COPEPOD,Copepod,Bestiolina,similis,346152,1,0.622116
453,Onychocorycaeus catus m,COPEPOD,Copepod,Onychocorycaeus,catus,128816,1,0.622116
453,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,1,0.622116
453,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,23,0.622116
453,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,3,0.622116
453,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,4,0.622116
464,Oncaea zernovi complex m,COPEPOD,Copepod,Oncaea,zernovi complex,128955,2,0.509004
464,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,1,0.509004
464,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,5,0.509004
464,Cnidarian larvae,NON-COPEPOD,Cnidarian,(null),(null),1267,1,0.509004
464,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,38,0.509004
464,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,19,0.509004
464,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,8,0.509004
397,Calanoid j,COPEPOD,Copepod,(null),(null),1100,58,3.619584
397,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,11,2.714688
397,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,2,2.714688
397,Euphausiid adult,NON-COPEPOD,Euphausiid,(null),(null),110671,11,3.619584
446,Calanoid j,COPEPOD,Copepod,(null),(null),1100,77,2.54502
446,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,9,2.54502
308,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,38,3.8231856
308,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,47,3.8231856
308,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,6,3.8231856
446,Podon intermedius f gravid,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,12,2.54502
448,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,3,19.907712
308,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,104645,1,2.940912
308,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,2,2.940912
308,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,2.940912
308,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,1,2.940912
308,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,2,2.940912
448,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,2,18.09792
448,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,6,18.09792
309,Calanoid j,COPEPOD,Copepod,(null),(null),1100,82,1.0293192
309,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,12,1.0293192
309,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,71,1.0293192
309,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,7,1.0293192
309,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,150205,1,0.735228
448,Siphonophore diphyidae,NON-COPEPOD,Cnidarian,(null),(null),135338,1,9.04896
416,Calanoid j,COPEPOD,Copepod,(null),(null),1100,94,1.866348
451,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,34,1.244232
451,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1102,14,1.244232
451,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,4,4.354812
451,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,4,1.244232
416,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,5,1.244232
416,Oithona spp. large m,COPEPOD,Copepod,Oithona,spp.,106485,1,0.622116
