TRIP_CODE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,ZOOP_ABUNDANCE_M3
YON20161207,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,105434,13.6012
ROT20170407,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,105434,23.5755
YON20180602,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,105434,1.4145
IIOE20190521,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,105434,3.5363
IIOE20190526,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,105434,10.609
PHB20190729,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,105434,3.5363
NSI20120229,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,3.2148
KAI20111219,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,2.0208
YON20121129,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,40.8037
PHB20130915,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,0.2406
YON20130912,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,115.6104
NIN20130806,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,14.1453
ESP20130725,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,2.2453
KAI20120415,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,3.5363
ROT20131001,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,23.5755
ROT20131017,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,7.8585
DAR20140403,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,956.1156
ROT20140227,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,7.8585
NSI20140404,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,3.2148
PHB20140515,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,1.4145
ROT20150224,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,15.717
NSI20141223,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,12.8593
DAR20141130,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,687.6174
DAR20151117,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,58.2452
NSI20170217,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,25.7187
NSI20170627,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,12.8593
ROT20170802,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,94.3018
DAR20170715_0630,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,287.3258
NSI20180417,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,38.578
NSI20180320,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,25.7187
NSI20180123,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,6.4297
YON20180621,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,28.2905
NSI20180718,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,25.7187
YON20180720,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,97.2487
PHB20180905,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,3.5363
YON20200710,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,81.6073
DAR20200810,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,176.8159
DAR20200511,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,665.6599
YON20201209,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,176.8159
DAR20110627,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,4.3929
NSI20110623,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,4.2864
ROT20110622,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,39.2924
ROT20120928,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,51.0801
NSI20170117,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,38.578
ROT20160621,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,15.717
MAI20170412,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,4.7151
ROT20171123,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,322.8812
ROT20170407,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,322.1979
ROT20170331,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,55.0094
ROT20171214,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,243.613
ROT20190221,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,31.4339
ROT20190306,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,23.5755
IIOE20190519,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,0.5894
PHB20200224,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,3.5363
ROT20200304,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,133.5942
PHB20110203,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,1.1788
ROT20100924,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,3.9292
PHB20110829,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,1.1788
MAI20110407,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,2.6522
PHB20120717,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,0.7073
YON20121129,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,6.8006
ROT20130423,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,7.8585
YON20130220,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,40.8037
ROT20120523,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,7.8585
PHB20121120,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,21.2179
MAI20131217,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,4.4204
NSI20131016,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,3.2148
ROT20131017,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,11.7877
YON20160927,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,5.4405
ROT20140519,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,7.8585
ROT20150319,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,3.9292
YON20150430,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,4.5337
ROT20160413,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,62.8679
PHB20160201,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,3.5363
YON20160823,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,13.6012
NSI20180530,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,6.4297
KAI20190514,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,7.0726
YON20190826,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,7.0726
NSI20200228,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,12.8593
ROT20200605,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,8.8408
PHB20131202,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,1.1788
YON20140624,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,19.4303
YON20140820,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,7.254
YON20140317,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,54.4049
YON20131015,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,40.8037
PHB20150225,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,3.5363
YON20160624,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,95.2086
NSI20130326,Macrosetella gracilis j,COPEPOD,Copepod,Macrosetella,gracilis,116382,12.8593
NSI20141020,Macrosetella gracilis j,COPEPOD,Copepod,Macrosetella,gracilis,116382,6.4297
YON20150430,Macrosetella gracilis j,COPEPOD,Copepod,Macrosetella,gracilis,116382,2.2669
DAR20200922_0630,Macrosetella gracilis j,COPEPOD,Copepod,Macrosetella,gracilis,116382,23.5755
MAI20191121,Calanoides spp. CV,COPEPOD,Copepod,Calanoides,spp.,104151,4.7151
PHB20201110,Calanoides spp. CV,COPEPOD,Copepod,Calanoides,spp.,104151,15.717
PHB20200520,Clytemnestra farrani f,COPEPOD,Copepod,Clytemnestra,farrani,346283,0.2526
MAI20121002,Subeucalanus longiceps f,COPEPOD,Copepod,Subeucalanus,longiceps,345366,0.8841
ROT20130712,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,3.9292
DAR20140403,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,13.0975
ROT20140902,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,10.478
KAI20141029,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,3.5363
KAI20150224,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,7.0726
KAI20170518,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,7.0726
ROT20171103,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,23.5755
KAI20180820,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,7.0726
YON20200802,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,5.4405
YON20191107,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,53.0448
YON20201209,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,35.3632
ROT20100723,Oithona longispina f,COPEPOD,Copepod,Oithona,longispina,106649,7.8585
PHB20120717,Oithona longispina f,COPEPOD,Copepod,Oithona,longispina,106649,0.3536
PHB20130915,Oithona longispina f,COPEPOD,Copepod,Oithona,longispina,106649,0.7217
NSI20130520,Oithona longispina f,COPEPOD,Copepod,Oithona,longispina,106649,3.2148
NSI20131016,Oithona longispina f,COPEPOD,Copepod,Oithona,longispina,106649,0.9185
IIOE20190525,Oithona longispina f,COPEPOD,Copepod,Oithona,longispina,106649,3.5363
MAI20130821,Serratosagitta tasmanica,NON-COPEPOD,Chaetognath,Serratosagitta,tasmanica,105465,0.6028
MAI20170104,Serratosagitta tasmanica,NON-COPEPOD,Chaetognath,Serratosagitta,tasmanica,105465,2.3575
MAI20190731,Serratosagitta tasmanica,NON-COPEPOD,Chaetognath,Serratosagitta,tasmanica,105465,1.886
DAR20110627,Physonectae,NON-COPEPOD,Cnidarian,,,135335,4.3929
MAI20111005,Physonectae,NON-COPEPOD,Cnidarian,,,135335,6.3149
MAI20140318,Physonectae,NON-COPEPOD,Cnidarian,,,135335,2.3575
DAR20150203_0030,Physonectae,NON-COPEPOD,Cnidarian,,,135335,15.3753
ROT20150319,Physonectae,NON-COPEPOD,Cnidarian,,,135335,3.9292
YON20150601,Physonectae,NON-COPEPOD,Cnidarian,,,135335,5.4405
NSI20180913,Physonectae,NON-COPEPOD,Cnidarian,,,135335,12.8593
NSI20150731,Liriope tetraphylla,NON-COPEPOD,Cnidarian,Liriope,tetraphylla,117568,6.4297
YON20181011,Lensia subtiloides,NON-COPEPOD,Cnidarian,Lensia,subtiloides,135440,17.6816
PHB20140317,Triconia umerus f,COPEPOD,Copepod,Triconia,umerus,361551,1.7682
PHB20180221,Aidanosagitta regularis,NON-COPEPOD,Chaetognath,Aidanosagitta,regularis,266712,14.1453
YON20200904,Aidanosagitta regularis,NON-COPEPOD,Chaetognath,Aidanosagitta,regularis,266712,7.0726
PHB20100908,Trochophore larvae,NON-COPEPOD,Polychaete,,,882,7.0726
PHB20110228,Trochophore larvae,NON-COPEPOD,Polychaete,,,882,3.5363
PHB20110420,Trochophore larvae,NON-COPEPOD,Polychaete,,,882,1.1788
ESP20130314,Trochophore larvae,NON-COPEPOD,Polychaete,,,882,7.8585
PHB20140427,Trochophore larvae,NON-COPEPOD,Polychaete,,,882,7.0726
NSI20150731,Trochophore larvae,NON-COPEPOD,Polychaete,,,882,6.4297
NSI20090416,Unid invert larvae,NON-COPEPOD,Other,,,1066,3.2148
NSI20100121,Unid invert larvae,NON-COPEPOD,Other,,,1066,9.6445
NSI20110119,Unid invert larvae,NON-COPEPOD,Other,,,1066,3.2148
YON20110118,Unid invert larvae,NON-COPEPOD,Other,,,1066,40.8037
PHB20130915,Unid invert larvae,NON-COPEPOD,Other,,,1066,0.4811
YON20130808,Unid invert larvae,NON-COPEPOD,Other,,,1066,5.8291
NSI20131016,Unid invert larvae,NON-COPEPOD,Other,,,1066,3.2148
DAR20140403,Unid invert larvae,NON-COPEPOD,Other,,,1066,26.1949
PHB20131202,Unid invert larvae,NON-COPEPOD,Other,,,1066,1.7682
NSI20150624,Unid invert larvae,NON-COPEPOD,Other,,,1066,6.4297
MAI20190828,Unid invert larvae,NON-COPEPOD,Other,,,1066,0.2549
PHB20090318,Nauplii zooplankton,NON-COPEPOD,Other,,,1066,3.5363
YON20150804,Nauplii zooplankton,NON-COPEPOD,Other,,,1066,5.4405
YON20150825,Nauplii zooplankton,NON-COPEPOD,Other,,,1066,2.7202
NSI20170829,Nauplii zooplankton,NON-COPEPOD,Other,,,1066,12.8593
NSI20171219,Nauplii zooplankton,NON-COPEPOD,Other,,,1066,6.4297
PHB20180221,Nauplii zooplankton,NON-COPEPOD,Other,,,1066,7.0726
NSI20180913,Nauplii zooplankton,NON-COPEPOD,Other,,,1066,12.8593
PHB20190729,Nauplii zooplankton,NON-COPEPOD,Other,,,1066,3.5363
NSI20191220,Nauplii zooplankton,NON-COPEPOD,Other,,,1066,6.4297
NSI20091115,Clytemnestra spp. f,COPEPOD,Copepod,Clytemnestra,spp.,115273,3.2148
YON20201209,Clytemnestra spp. f,COPEPOD,Copepod,Clytemnestra,spp.,115273,17.6816
NSI20110119,Ditrichocorycaeus asiaticus f,COPEPOD,Copepod,Ditrichocorycaeus,asiaticus,358328,2.1432
NIN20110501,Ditrichocorycaeus asiaticus f,COPEPOD,Copepod,Ditrichocorycaeus,asiaticus,358328,2.0208
YON20130719,Ditrichocorycaeus asiaticus f,COPEPOD,Copepod,Ditrichocorycaeus,asiaticus,358328,13.6012
NSI20130111,Ditrichocorycaeus asiaticus f,COPEPOD,Copepod,Ditrichocorycaeus,asiaticus,358328,6.4297
DAR20140702,Ditrichocorycaeus asiaticus f,COPEPOD,Copepod,Ditrichocorycaeus,asiaticus,358328,14.7347
ROT20170303,Ditrichocorycaeus asiaticus f,COPEPOD,Copepod,Ditrichocorycaeus,asiaticus,358328,14.1453
YON20200802,Ditrichocorycaeus asiaticus f,COPEPOD,Copepod,Ditrichocorycaeus,asiaticus,358328,5.4405
YON20100909,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,5.4405
NSI20110915,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,3.2148
NSI20160412,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,6.4297
NSI20160517,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,6.4297
YON20160122,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,6.8006
ROT20160621,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,15.717
YON20171215,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,25.2594
YON20190313,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,14.1453
IIOE20190530,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,3.5363
YON20190124,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,7.0726
YON20200802,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,5.4405
NSI20150323,Ditrichocorycaeus subtilis f,COPEPOD,Copepod,Ditrichocorycaeus,subtilis,128809,6.4297
YON20180927,Ditrichocorycaeus subtilis f,COPEPOD,Copepod,Ditrichocorycaeus,subtilis,128809,7.0726
DAR20130405,Ditrichocorycaeus andrewsi f,COPEPOD,Copepod,Ditrichocorycaeus,andrewsi,128804,25.2594
YON20160122,Ditrichocorycaeus andrewsi f,COPEPOD,Copepod,Ditrichocorycaeus,andrewsi,128804,13.6012
YON20160215,Ditrichocorycaeus andrewsi f,COPEPOD,Copepod,Ditrichocorycaeus,andrewsi,128804,13.6012
NSI20130123,Ditrichocorycaeus subtilis m,COPEPOD,Copepod,Ditrichocorycaeus,subtilis,128809,6.4297
PHB20100413,Onychocorycaeus pacificus m,COPEPOD,Copepod,Onychocorycaeus,pacificus,359744,3.5363
PHB20140120,Onychocorycaeus pacificus m,COPEPOD,Copepod,Onychocorycaeus,pacificus,359744,0.6076
KAI20190320,Onychocorycaeus pacificus m,COPEPOD,Copepod,Onychocorycaeus,pacificus,359744,7.0726
NSI20190322,Onychocorycaeus pacificus m,COPEPOD,Copepod,Onychocorycaeus,pacificus,359744,6.4297
KAI20120215,Lucifer spp. f,NON-COPEPOD,Decapod,Lucifer,spp.,106827,1.0104
ROT20121219,Lucifer spp. f,NON-COPEPOD,Decapod,Lucifer,spp.,106827,7.8585
DAR20140403,Lucifer spp. f,NON-COPEPOD,Decapod,Lucifer,spp.,106827,39.2924
IIOE20190601,Lucifer spp. f,NON-COPEPOD,Decapod,Lucifer,spp.,106827,3.5363
NSI20110816,Subeucalanus spp. m,COPEPOD,Copepod,Subeucalanus,spp.,104173,3.2148
NSI20140725,Subeucalanus spp. m,COPEPOD,Copepod,Subeucalanus,spp.,104173,3.2148
MAI20120222,Calanus australis CV,COPEPOD,Copepod,Calanus,australis,345760,1.263
MAI20160530,Calanus australis CV,COPEPOD,Copepod,Calanus,australis,345760,4.4204
MAI20200526,Calanus australis CV,COPEPOD,Copepod,Calanus,australis,345760,4.7151
MAI20200810,Calanus australis CV,COPEPOD,Copepod,Calanus,australis,345760,4.7151
MAI20201020,Calanus australis CV,COPEPOD,Copepod,Calanus,australis,345760,94.3018
MAI20201118,Calanus australis CV,COPEPOD,Copepod,Calanus,australis,345760,9.4302
ROT20130321,Subeucalanus spp. f,COPEPOD,Copepod,Subeucalanus,spp.,104173,7.8585
PHB20100817,Oncaea venusta medium f,COPEPOD,Copepod,Oncaea,venusta medium,128954,10.609
ROT20101215,Oncaea venusta medium f,COPEPOD,Copepod,Oncaea,venusta medium,128954,5.239
PHB20140515,Oncaea venusta medium f,COPEPOD,Copepod,Oncaea,venusta medium,128954,8.4872
PHB20150225,Oncaea venusta medium f,COPEPOD,Copepod,Oncaea,venusta medium,128954,3.5363
PHB20100908,Oncaea mediterranea slender f,COPEPOD,Copepod,Oncaea,mediterranea slender,128939,1.0104
IIOE20190604,Oncaea mediterranea slender f,COPEPOD,Copepod,Oncaea,mediterranea slender,128939,3.5363
IIOE20190605,Oncaea mediterranea slender f,COPEPOD,Copepod,Oncaea,mediterranea slender,128939,7.0726
PHB20130826,Triconia conifera complex f,COPEPOD,Copepod,Triconia,conifera complex,128957,1.4434
PHB20150225,Triconia conifera complex f,COPEPOD,Copepod,Triconia,conifera complex,128957,3.5363
PHB20190522,Triconia conifera complex f,COPEPOD,Copepod,Triconia,conifera complex,128957,3.572
MAI20170223,Oncaea mediterranea broad f,COPEPOD,Copepod,Oncaea,mediterranea broad,128939,4.7151
MAI20170921,Oncaea mediterranea broad f,COPEPOD,Copepod,Oncaea,mediterranea broad,128939,1.886
MAI20181204,Oncaea mediterranea broad f,COPEPOD,Copepod,Oncaea,mediterranea broad,128939,4.1604
DAR20130617_1500,Neocalanus gracilis f,COPEPOD,Copepod,Neocalanus,gracilis,104471,14.1453
NSI20190916,Ophiurida larvae,NON-COPEPOD,Echinoderm,,,123117,12.8593
MAI20130611,Podon intermedius f gravid,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,2.2102
KAI20180307,Podon intermedius f gravid,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,14.1453
MAI20181204,Podon intermedius f gravid,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,91.5282
IIOE20190606,Centropages calaninus f,COPEPOD,Copepod,Centropages,calaninus,104492,3.5363
PHB20110329,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,5.3045
MAI20110812,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,2.0629
NSI20140507,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,9.6445
PHB20150630,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,3.5363
KAI20150909,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,1.7682
ROT20180511,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,3.6837
ROT20190527,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,15.717
NSI20190618,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,3.2148
IIOE20190529,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,3.5363
IIOE20190607,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,3.5363
MAI20170104,Eucalanus hyalinus f,COPEPOD,Copepod,Eucalanus,hyalinus,345781,2.3575
NSI20110323,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,10.7161
NSI20110606,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,16.0742
NSI20120229,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,16.0742
MAI20121017,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,367.7771
YON20130131,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,13.6012
NIN20120827,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,11.3162
NSI20140507,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,6.4297
PHB20140120,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,3.6457
PHB20140211,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,3.7224
NSI20141020,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,12.8593
PHB20140515,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,7.0726
PHB20141021,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,10.609
PHB20150723,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,50.5188
NSI20150731,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,6.4297
NSI20150323,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,6.4297
KAI20150224,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,3.5363
KAI20160915,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,123.7711
PHB20160719,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,7.0726
PHB20151115,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,3.5363
MAI20170104,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,25.933
PHB20170614,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,56.5811
PHB20170321,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,14.1453
KAI20170908,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,3.5363
PHB20170821,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,28.2905
NSI20190618,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,3.2148
KAI20190909,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,7.0726
NSI20111013,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,19.289
KAI20111115,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,8.1335
ESP20110512,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,15.717
NSI20130806,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,4.2864
PHB20130915,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,0.2406
PHB20130319,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,1.4145
PHB20130514,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,1.1649
ROT20130517,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,19.6462
KAI20130506,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,0.0354
YON20130515,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,27.2024
PHB20100218,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,28.2905
NIN20120827,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,11.3162
ROT20120824,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,94.3018
ESP20120910,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,43.2217
DAR20130617_1500,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,70.7264
MAI20130807,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,12.5736
MAI20130924,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,8.8408
MAI20140318,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,77.799
MAI20140703,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,6.2868
MAI20140122,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,42.4358
PHB20150121,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,44.7934
YON20150804,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,19.4303
PHB20150723,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,28.8679
